Progress,Duration,D1,D2,D2_1,D3,D3_1,D4,D4_1,D5_1,D6,D7,D8,HighSES_1,HighSES_2,HighSES_3,HighSES_4,ATT_1,LowSES_1,LowSES_2,LowSES_3,LowSES_4,ATT_2,WPS_1,WPS_2,WPS_3,WPS_4,WPS_5,ATT_3,WG_1,WG_2,WG_3,WG_4,WG_5,ATT_4,MRS_1,MRS_2,MRS_3,MRS_4,MRS_5,MRS_6,ATT_5,RGP_1,RGP_2,RGP_3,RGP_4,RGP_5,RGP_6,RGP_7,RGP_8,RGP_9,ATT_6,CSER_1,CSER_2,CSER_3,CSER_4,CSER_5,CSER_6,CSER_7,CSER_8,CSER_9,CSER_10,CSER_11,CSER_12,CSER_13,CSER_14,CSER_15,CSER_16,ATT_7,SDO_1,SDO_2,SDO_3,SDO_4,SDO_5,SDO_6,SDO_7,SDO_8,SDO_9,SDO_10,SDO_11,SDO_12,SDO_13,SDO_14,SDO_15,SDO_16,ATT_8,Condition,attcomp,WPMean,WGMean,SDOMean,CSERMean,MRSMean,rank
100,315,20,2,,1,,5,,1,12,7,6,,,,NA,1,President of the United States ,Neurosurgeon ,Plastic surgeon ,1,1,7,7,7,1,6,1,6,7,1,7,7,1,1,7,1,1,1,1,1,100,100,100,100,100,100,100,100,100,1,6,4,4,4,7,2,5,3,5,3,5,2,2,4,5,1,1,1,1,1,1,7,7,6,7,1,1,1,1,7,7,7,7,1,LowSESManipulation,8,6.8,6.8,1.0625,4.6875,1,NA
100,429,33,1,,1,,1,,8,10,4,3,,,,NA,1,Wealthy,World Leaders,Athletes,6,1,3,2,2,5,2,1,1,6,3,2,3,1,2,7,5,2,2,2,1,100,100,68,100,100,100,100,56,57,1,5,5,7,2,7,1,3,1,4,3,7,2,3,1,6,5,1,1,1,1,1,7,7,7,7,1,1,1,2,7,7,7,7,1,LowSESManipulation,8,2.4,3.4,1.0625,4.6875,2.3333333333333335,NA
100,552,27,2,,1,,12,,5,3,5,2,,,,NA,1,President,Celebrity,Doctor,3,1,5,4,4,3,4,1,4,5,3,3,3,1,3,4,3,1,1,1,1,90,90,86,90,90,90,90,90,90,1,6,4,4,4,4,3,5,4,5,3,4,3,5,3,5,3,1,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,1,LowSESManipulation,8,4.4,4,1,4.375,2.1666666666666665,NA
100,2269,43,2,,1,,11,,5,9,2,3,Physically Disabled/Ill,Mentally Disabled/Ill,Veterans,3,1,,,,0,0,2,2,2,3,2,0,1,5,4,1,1,1,3,2,5,4,1,4,1,60,60,60,60,60,60,60,60,60,1,7,2,7,1,4,1,4,4,4,4,4,4,4,4,4,4,0,1,2,2,1,5,6,7,7,3,5,4,4,5,4,6,4,1,HighSESManipulation,5,2.6,2.4,2.625,3.4375,3.8333333333333335,3
100,622,23,1,,1,,1,,5,11,5,2,Janitors,Plumbers,Cab drivers,5,1,,,,0,0,5,5,5,3,4,1,3,3,3,3,3,1,3,4,4,2,3,3,1,100,100,100,100,100,75,75,100,100,1,6,3,5,3,4,3,4,4,4,3,4,4,4,4,5,4,1,3,3,4,3,5,5,4,4,4,5,5,3,7,4,5,4,1,HighSESManipulation,7,4.8,3.4,3.5,3.8125,3.1666666666666665,5
100,785,29,2,,1,,12,,5,12,3,3,,,,NA,1,Professional Athletes ,CEOs,Celebrities,6,1,6,5,6,4,1,1,5,7,1,6,6,1,1,6,2,2,1,1,1,72,77,78,78,78,86,86,86,86,1,6,4,6,4,5,2,3,4,5,2,4,2,3,1,5,2,1,1,1,1,2,7,7,7,7,1,1,1,1,7,7,7,7,1,LowSESManipulation,8,4.4,6.2,1.0625,4.4375,1.5,NA
100,1381,21,2,,1,,8,,5,6,3,2,,,,NA,1,lawyer,doctor - medic ,acting - musician,4,1,5,5,5,3,4,1,4,6,3,4,4,1,2,6,2,2,5,3,1,100,100,100,100,100,100,100,100,100,1,5,4,5,3,5,3,4,5,5,4,5,4,5,4,5,4,1,5,4,4,4,6,6,6,5,1,4,3,1,7,6,6,6,1,LowSESManipulation,8,4.8,4.6,2.625,4.0625,2.6666666666666665,NA
100,538,19,2,,1,,11,,2,12,5,5,,,,NA,1,Millionaires,CEO's,Doctors,7,1,7,7,7,1,7,1,5,5,3,5,1,1,1,6,1,1,1,1,1,70,90,75,60,60,100,100,90,100,1,5,5,6,6,7,1,6,5,7,3,5,3,7,3,7,1,1,2,5,6,3,5,6,6,5,1,1,1,2,7,7,7,6,1,LowSESManipulation,8,7,4.2,2.25,5.375,1.1666666666666667,NA
100,982,27,2,,1,,1,,5,9,5,5,"People who seek to be served and taken care of by others (and have zero respect for others) instead of learning to invest in the lives of others by listening to them and learning to serve them better. (ie. the ""it is all about me"" attitude)","When individuals do not seek to better themselves (seek to improve health, lifestyle) and instead choose to do absolutely nothing and make excuses as to why that is okay.","Individuals who are not willing to help others because it would ""make them look bad"" or affect their status in life. (ie Kylie Jenner buying her daughter a school bus recently because she can blow through money without thinking, rather than helping those who actually need assistance).",7,1,,,,0,0,5,3,2,4,1,1,3,5,3,3,4,1,3,5,3,2,2,2,1,100,92,100,100,100,100,100,100,100,1,6,2,7,3,6,4,4,2,4,3,4,2,4,2,4,3,1,2,1,2,1,7,7,6,6,2,4,2,2,6,6,7,6,1,HighSESManipulation,7,3,4,1.8125,4.0625,2.5,7
100,796,42,2,,1,,8,,5,6,2,2,Homeless People,People who live off of assistance ,unemployed people,6,1,,,,0,0,3,2,2,4,4,1,4,5,2,4,4,1,1,5,2,2,2,1,1,100,100,100,100,100,100,100,100,100,1,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,1,2,2,2,2,5,5,5,5,4,4,4,4,5,5,5,5,1,HighSESManipulation,7,3,4.6,3,4,1.8333333333333333,6
100,263,42,2,,1,,8,,5,6,2,2,,,,NA,1,Homeless People,Unemployed ,People living off assistance ,6,1,4,4,4,4,4,1,4,4,4,4,4,1,2,5,2,2,2,2,1,100,100,100,100,100,100,100,100,100,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,3,2,2,2,2,2,2,2,2,2,2,2,5,5,5,5,1,LowSESManipulation,8,4,4,3.3125,3.9375,2.1666666666666665,NA
100,619,22,1,,1,,3,,5,12,5,5,,,,NA,1,Celebrities,Politicians,CEOs,6,1,5,5,2,1,2,1,1,6,2,1,1,1,2,5,1,1,1,1,1,100,100,100,100,100,100,100,100,100,1,6,2,7,1,5,1,4,1,5,3,5,1,4,2,4,4,1,1,1,1,1,4,7,7,7,1,1,1,4,7,6,7,6,1,LowSESManipulation,8,4.2,3,1.5,4.25,1.5,NA
100,517,21,2,,1,,8,,2,13,6,3,homeless,EBT/ low income ,minimum wage workers,8,1,,,,0,0,7,7,7,1,7,1,7,7,1,7,7,1,1,7,1,1,1,1,1,100,60,100,100,100,100,100,100,66,1,7,1,7,1,4,7,2,2,2,3,2,6,6,3,2,4,1,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,1,HighSESManipulation,7,7,7,1,2.75,1,8
100,588,18,2,,1,,12,,5,4,5,3,low income,no education,labor jobs,6,1,,,,0,0,6,6,6,1,6,1,7,7,1,7,7,0,1,7,1,1,1,4,1,100,100,100,100,100,100,100,100,100,1,4,4,1,3,6,4,3,4,7,3,5,1,6,1,7,3,1,3,3,3,4,7,7,7,7,1,2,1,1,7,6,7,7,1,HighSESManipulation,6,6.2,7,1.6875,5.1875,1.5,6
100,704,21,2,,1,,8,,2,13,6,3,,,,NA,1,homeless,EBT/ low income,minimum wage workers,8,1,7,7,7,1,6,1,7,7,1,7,7,1,1,7,1,1,1,1,1,100,60,100,100,100,100,100,100,56,1,7,1,7,1,2,7,2,6,1,4,2,7,3,6,1,4,1,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,1,LowSESManipulation,8,6.8,7,1,1.75,1,NA
100,1229,38,2,,1,,13,"I was raised ISKCON which informs a lot of my thinking, but do not practice any religion",1,3,2,1,homeless,prisoners,migrant farm laborers,4,1,,,,0,0,7,6,5,1,6,1,5,6,1,4,6,1,1,7,1,1,1,1,1,50,46,47,38,45,40,40,45,45,1,2,4,3,3,5,5,5,5,3,2,3,4,6,4,3,2,1,1,1,1,1,7,7,7,7,1,1,1,1,7,7,6,7,1,HighSESManipulation,7,6.2,5.6,1.0625,4.25,1,4
100,930,36,2,,1,,8,,7,5,1,1,homeless,prostitutes,housekeepers,6,1,,,,0,0,3,2,3,5,2,1,1,1,7,1,1,1,2,2,4,4,4,4,1,100,100,100,100,100,100,100,100,100,1,7,1,7,1,4,1,6,4,4,1,4,1,6,1,4,2,1,1,1,1,1,7,7,7,7,1,1,1,4,7,7,7,7,1,HighSESManipulation,7,2.6,1,1.1875,4.3125,4,6
100,391,18,2,,1,,11,,1,5,5,5,Immigrants,Those in poverty/inner-city or rural areas,"Minorities such as Hispanic and Latinx people, Native Americans, African-Americans, etc.",8,1,,,,0,0,7,7,7,1,7,1,6,7,1,5,5,1,1,7,1,1,1,1,1,100,100,100,81,100,100,100,100,100,1,7,7,4,6,7,1,6,1,7,1,7,1,7,1,4,1,1,4,1,1,1,7,2,7,7,1,1,1,1,7,7,7,7,1,HighSESManipulation,7,7,6,1.5,6.0625,1,8
100,375,20,2,,1,,5,,6,11,5,5,,,,NA,1,doctors,lawyers,teaches,6,1,5,3,4,5,3,1,1,5,3,1,2,1,2,6,2,1,1,1,1,100,100,100,100,100,100,100,68,77,1,7,6,6,6,6,1,5,2,6,1,6,1,6,3,6,6,1,2,2,4,4,6,4,1,4,1,1,1,1,7,7,7,7,1,LowSESManipulation,8,3.6,2.8,2.3125,5.1875,1.5,NA
100,805,18,2,,1,,5,,5,13,6,6,,,,NA,1,the government,doctors,lawyers,7,1,5,6,6,2,6,1,5,7,2,4,5,1,2,6,5,3,3,3,1,100,100,100,100,100,100,100,100,100,1,6,4,7,5,7,1,5,1,7,4,5,1,6,1,6,1,1,2,2,3,2,6,7,4,2,2,1,2,2,6,6,6,6,1,LowSESManipulation,8,5.8,5.4,2.3125,5.375,3,NA
100,822,32,2,,1,,11,,5,12,5,5,LGBTQ+,People who live in ghettos or slums,fast food workers,8,1,,,,0,0,6,4,5,2,5,1,1,3,3,1,1,1,1,7,2,1,1,1,1,95,95,80,80,80,95,95,95,95,1,3,5,3,5,5,1,5,3,6,2,6,1,6,1,6,2,1,1,1,1,1,4,4,6,5,3,1,4,3,5,6,5,4,1,HighSESManipulation,7,5.2,2.2,2.5,5.6875,1.1666666666666667,8
100,719,19,1,,1,,13,satanist,9,13,5,7,Homeless,Fast Food Workers,Janitors,10,1,,,,0,0,1,1,6,3,1,1,1,6,4,1,1,1,6,7,7,6,7,6,1,100,100,1,20,1,1,100,50,50,1,7,6,7,4,7,1,6,4,7,2,7,1,7,1,7,1,1,7,7,7,7,5,2,2,4,5,4,3,6,3,4,5,4,1,HighSESManipulation,7,2.8,2.6,5.0625,5.625,5.5,10
100,394,18,2,,1,,8,,5,10,5,5,,,,NA,1,top business owners,athletes ,celebrities ,6,1,5,3,3,5,1,1,6,7,1,6,5,1,3,6,5,3,1,1,1,100,100,100,100,100,100,100,100,100,1,7,1,7,1,4,1,4,4,5,3,4,5,5,4,4,5,1,1,1,5,1,6,5,7,4,1,7,1,3,7,5,6,5,1,LowSESManipulation,8,3,6.2,2.4375,3.4375,2.5,NA
100,1278,18,2,,1,,8,,5,10,5,5,homeless,Physically impared.,jobless/unemployed for a long period of time or people living in debt.,7,1,,,,0,0,6,5,4,3,5,1,5,5,3,5,6,1,1,5,3,3,2,1,1,70,95,65,100,75,70,70,70,60,1,6,5,7,5,6,5,6,4,6,2,5,2,6,2,6,2,1,5,3,3,2,6,6,6,6,2,2,2,6,6,6,6,6,1,HighSESManipulation,7,5,5.2,2.5625,4.875,2.1666666666666665,7
100,661,18,2,,1,,8,,3,3,1,1,,,,NA,1,Billionares (Jeff Bazos),Politicians,Successful Celebrities,2,1,7,6,6,2,4,1,4,6,1,6,7,1,1,5,1,1,1,1,1,90,90,90,90,90,90,90,90,90,1,4,1,7,1,4,4,5,4,4,4,4,4,5,2,4,4,1,1,1,1,1,1,7,5,5,4,4,2,2,6,6,7,7,1,LowSESManipulation,8,5.8,6,2.25,3.625,1.3333333333333333,NA
100,1111,37,2,,1,,12,,5,12,1,3,MINORITIES,DRUG USERS,ELDERLY,7,1,,,,0,0,3,3,3,6,3,1,1,,7,2,1,1,5,4,4,2,2,2,1,100,100,100,100,100,100,100,100,100,1,7,1,1,1,4,1,4,4,4,4,4,1,4,4,4,4,1,1,1,1,1,7,7,1,7,1,1,1,1,7,7,7,7,1,HighSESManipulation,7,2.8,NA,1.375,3.9375,3.1666666666666665,7
100,2285,27,1,,1,,7,,5,12,4,2,The homeless,illiterate people,Drug addicts,7,1,,,,0,0,5,4,5,3,4,1,1,4,3,1,4,1,2,5,2,1,4,4,1,100,100,100,100,100,100,100,100,100,1,5,2,7,1,4,4,5,4,4,4,5,4,5,4,4,4,1,1,1,1,1,7,7,6,6,1,1,2,2,6,6,6,6,1,HighSESManipulation,7,4.6,3,1.5,3.5625,2.6666666666666665,7
100,595,18,2,,1,,8,,2,8,5,3,Homeless people,Adult fast food workers,Adult minimum wage workers,4,1,,,,0,0,7,7,7,1,4,1,2,7,1,1,7,1,1,7,1,1,1,1,1,100,100,100,100,100,100,100,100,100,1,6,3,7,6,6,2,6,6,5,1,2,4,7,6,5,1,1,1,1,1,1,7,7,7,6,1,1,1,,7,7,7,7,1,HighSESManipulation,7,6.4,4.8,NA,4.375,1,4
100,1795,20,2,,1,,11,,1,9,5,2,,,,NA,1,Actors and Musicians,Politicians,"CEO's of huge companies so Jeff Bezos, Elon Musk, Mark Zuckerburg, etc.",2,1,7,7,7,1,6,1,7,7,1,7,7,1,1,7,1,1,1,1,1,100,70,100,30,100,100,100,100,80,1,3,1,7,1,4,2,7,3,3,1,4,5,6,2,3,1,1,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,1,LowSESManipulation,8,6.8,7,1,4.25,1,NA
100,648,21,2,,1,,8,,6,10,5,3,People in poverty,homeless,people without a high school diploma or GED,5,1,,,,0,0,6,7,6,1,6,1,2,5,2,5,6,1,1,5,2,1,1,1,1,90,90,80,95,95,90,90,90,90,1,6,2,6,2,4,2,3,2,4,5,4,4,3,4,4,5,1,4,2,1,4,7,6,6,6,1,1,1,2,7,7,7,7,1,HighSESManipulation,7,6.4,4.8,1.6875,3.4375,1.5,5
100,793,19,2,,1,,8,,8,9,3,2,The homeless,Foster Care Children,Kids in Africa,5,1,,,,0,0,5,4,5,4,5,1,1,2,5,2,2,1,5,4,5,5,3,3,1,50,70,49,88,51,32,29,51,51,1,5,6,5,6,7,1,5,2,7,4,4,4,6,1,7,2,1,4,4,5,2,3,4,4,4,5,4,4,4,4,3,4,4,1,HighSESManipulation,7,4.6,2,4.125,5.4375,4.166666666666667,5
100,610,18,2,,1,,11,,1,5,5,5,,,,NA,1,Wealthy ,White ,Men,7,1,7,7,7,1,6,1,6,7,1,6,6,1,1,7,1,1,1,1,1,100,91,100,68,100,100,100,100,100,1,7,2,3,4,7,1,6,1,6,1,6,1,7,1,7,1,1,4,1,1,1,7,7,1,6,1,1,1,2,7,7,7,7,1,LowSESManipulation,8,6.8,6.4,1.6875,5.75,1,NA
100,738,19,1,,1,,12,,7,10,5,5,People that consider a fast food job a main source of income,People who are on welfare,People who cannot pay off their bills,9,1,,,,0,0,4,3,5,4,2,1,1,5,4,1,1,1,2,3,3,3,2,2,1,80,100,60,80,61,40,100,50,50,1,7,1,7,2,7,1,6,1,7,2,7,6,5,1,7,4,1,5,4,6,3,4,2,6,4,5,5,6,6,6,5,3,3,1,HighSESManipulation,7,3.6,2.4,4.4375,4.75,2.8333333333333335,9
100,1041,20,1,,1,,8,,6,3,6,2,,,,NA,1,Doctors with a high level of education and experience,Businessman with a lot of money in estate and stocks usually,Engineers can sometimes be up there with certain jobs ,3,1,7,6,6,1,2,0,5,5,1,5,7,1,1,3,1,1,1,1,1,100,100,100,100,100,100,100,100,100,1,3,2,1,1,4,5,4,3,4,2,1,3,4,3,4,3,1,3,5,2,3,4,7,6,1,1,6,1,1,7,7,6,6,1,LowSESManipulation,7,5.6,5.8,2.625,4,1.6666666666666667,NA
100,750,18,2,,1,,5,,3,13,3,5,,,,NA,1,business entrepreneurs/owners ,surgeons/doctors,physicians ,6,1,7,7,7,1,6,1,6,7,1,2,1,1,1,7,1,1,1,1,1,90,90,90,91,90,90,90,90,90,1,3,5,5,5,5,3,6,4,4,1,5,3,6,3,5,1,1,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,1,LowSESManipulation,8,6.8,4.6,1,5.0625,1,NA
100,12589,19,1,,1,,8,,5,13,3,4,People on Welfare ,Homeless people,Any Jobless individuals ,8,1,,,,0,0,3,1,2,2,2,1,2,5,3,5,3,1,1,6,1,4,1,1,1,100,100,100,100,100,100,100,100,100,1,7,4,7,4,3,4,5,4,5,3,4,3,4,1,4,3,1,4,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,1,HighSESManipulation,7,2.8,4,1.1875,4,1.6666666666666667,8
100,597,18,2,,1,,8,,5,13,5,5,No education ,People who have health issues ,Single parent,7,1,,,,0,0,6,6,6,2,1,1,3,6,1,4,3,1,3,6,4,3,1,1,1,100,100,100,100,100,100,100,100,100,1,7,1,7,1,5,1,4,4,5,4,4,4,5,3,7,3,1,1,1,1,1,7,7,7,7,1,2,4,3,7,7,7,7,1,HighSESManipulation,7,5,4.6,1.375,3.875,2.3333333333333335,7
100,253,19,1,,1,,5,,5,13,5,5,sanitation workers,the homeless,minimum wage workers,7,1,,,,0,0,4,4,5,4,5,1,3,4,2,4,3,0,3,2,3,3,2,3,1,100,100,100,100,100,100,100,100,100,1,5,2,3,4,4,3,5,4,5,4,5,4,4,4,5,4,1,3,5,4,5,4,5,4,5,4,5,5,5,5,4,4,5,1,HighSESManipulation,6,4.4,4,4,4.125,3.3333333333333335,7
100,528,50,1,,1,,11,,4,8,6,5,,,,NA,1,CEO's,High level politicians,Big business owners,4,1,7,7,7,1,7,1,4,4,4,5,4,1,1,7,1,1,1,2,1,90,90,90,80,90,95,95,90,90,1,6,4,5,3,4,3,2,1,5,2,4,4,4,1,5,5,1,1,1,3,4,6,7,7,7,1,1,1,1,4,7,7,7,1,LowSESManipulation,8,7,4.2,1.5625,4.1875,1.1666666666666667,NA
100,727,19,2,,1,,11,,3,12,3,2,the homeless,those paid below minimum wage,those in redlined communities,5,1,,,,0,0,7,6,7,2,5,1,6,5,3,5,6,1,1,5,1,1,1,1,1,50,50,30,10,30,70,50,50,50,1,7,1,7,1,4,4,5,4,4,4,1,4,5,4,4,4,1,5,1,1,1,7,6,7,7,1,1,5,5,3,5,6,4,1,HighSESManipulation,7,6.2,5.4,2.4375,3.125,1.3333333333333333,5
100,707,18,2,,1,,13,Wiccan,2,12,5,5,,,,NA,1,Jeff Bezos,Royal Family,Elon Musk,6,1,7,7,7,1,1,1,6,7,1,7,6,1,1,7,1,1,1,1,1,100,50,100,10,90,100,90,100,100,1,4,2,7,1,1,5,7,6,2,6,3,3,6,7,2,3,1,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,1,LowSESManipulation,8,5.8,6.6,1,2.875,1,NA
100,590,18,2,,1,,12,,5,7,4,3,underclass,minorities,working class,6,1,,,,0,0,5,4,5,4,4,1,5,6,2,6,4,1,2,7,2,4,1,1,1,100,100,100,100,100,100,100,100,100,1,7,1,1,1,1,1,5,3,5,4,4,1,4,4,5,4,1,1,1,1,1,7,7,7,4,1,7,1,1,7,7,7,7,1,HighSESManipulation,7,4.4,5.4,1.5625,4,1.8333333333333333,6
100,607,18,2,,1,,8,,3,13,5,5,,,,NA,1,Doctors,Actors/Actresses,Musicians ,7,1,7,6,7,1,3,1,3,7,1,6,6,1,1,1,1,1,1,1,1,100,90,69,63,85,100,100,67,41,1,6,3,7,3,6,2,7,2,5,4,3,3,6,3,4,2,0,2,1,1,1,6,7,7,7,2,3,3,4,6,5,5,4,1,LowSESManipulation,7,6,5.8,2.125,4.4375,2,NA
100,1655,18,2,,1,,11,,1,4,2,2,Homeless People,Illegal Immigrants ,Newly Adults (18-20),1,1,,,,0,0,7,7,7,1,7,1,7,7,1,7,7,1,1,7,1,1,1,1,1,100,90,100,90,100,100,90,100,100,1,7,1,7,1,4,5,1,7,4,1,4,4,4,4,4,1,1,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,1,HighSESManipulation,7,7,7,1,3.125,1,1
100,344,21,2,,1,,11,,3,5,4,4,,,,NA,1,White heterosexual men,Rich White men,Rich white families,5,1,7,7,7,1,6,1,6,7,1,7,7,1,1,7,1,1,1,1,1,95,8,100,4,100,100,50,49,50,1,4,5,2,4,4,4,7,4,1,1,4,4,4,4,2,4,1,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,1,LowSESManipulation,8,6.8,6.8,1,4.1875,1,NA
100,328,22,2,,1,,8,,2,9,6,3,uneducated,jobless,homeless,5,1,,,,0,0,6,5,4,3,4,1,2,6,2,6,5,1,1,7,1,1,1,1,1,100,100,100,100,100,100,100,100,100,1,6,2,6,2,4,3,5,4,4,3,4,4,5,3,4,3,1,1,2,4,3,6,6,6,6,1,2,2,3,6,6,6,6,1,HighSESManipulation,7,4.8,5,2.125,3.8125,1,5
100,2335,18,1,,1,,8,,6,12,7,6,,,,NA,1,Business Owners ,Doctors,Athletes,7,1,3,3,3,4,2,1,2,3,4,3,3,1,4,5,4,2,3,2,1,75,80,75,75,80,50,70,75,75,1,5,3,3,3,4,3,4,4,5,3,4,3,4,3,5,3,1,5,3,5,5,4,3,4,4,3,5,4,5,5,5,5,4,1,LowSESManipulation,8,3,3,4.0625,4.25,3,NA
100,393,19,2,,1,,8,,2,13,6,5,,,,NA,1,jeff bezos,donald trump,kim kardashian,6,1,7,7,7,1,3,1,7,7,1,7,7,1,1,7,1,1,1,1,1,100,100,100,100,100,100,100,100,100,1,6,2,6,6,4,5,7,5,4,1,4,4,5,4,3,6,1,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,1,LowSESManipulation,8,6.2,7,1,3.8125,1,NA
100,823,19,1,,1,,12,,7,6,2,3,Immigrants,Black,Disabled,6,1,,,,0,0,1,1,1,7,1,1,1,4,5,1,1,1,7,1,7,4,4,4,1,100,100,100,100,100,100,100,100,100,1,7,1,7,1,7,1,4,4,4,4,4,4,4,1,4,1,1,1,1,1,1,7,7,7,7,1,4,1,3,7,7,7,7,1,HighSESManipulation,7,1,2,1.3125,3.9375,5.5,6
100,598,19,2,,1,,5,,2,8,5,2,,,,NA,1,ceo,billionaires,famous actors,5,1,7,7,7,1,4,1,6,7,1,6,6,1,1,4,1,1,1,1,1,100,74,100,70,100,100,81,100,100,1,6,1,2,2,4,3,2,4,2,6,4,4,5,4,1,6,1,4,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,1,LowSESManipulation,8,6.4,6.4,1.1875,3.0625,1.5,NA
100,992,20,5,,1,,7,,2,9,6,3,,,,NA,1,Business/Company Owners (in terms of most money),Doctors and Medical Professionals (in terms of most education),Teachers and Instructors (in terms of most respect),6,1,7,6,7,1,4,1,6,7,2,6,6,0,1,7,1,1,1,1,1,90,65,90,50,90,95,70,90,90,1,6,2,6,2,5,6,4,6,5,4,5,3,6,4,5,3,1,1,1,1,1,7,7,7,7,1,1,1,2,7,7,6,7,1,LowSESManipulation,7,6.2,6.2,1.125,3.6875,1,NA
100,1041,18,2,,1,,11,,3,5,5,2,immigrants ,the homeless,unemployed people,5,1,,,,0,0,7,7,7,1,7,1,5,7,1,6,6,1,1,7,1,1,1,1,1,100,53,100,47,100,100,100,100,100,1,4,6,4,4,4,3,2,4,,4,4,5,3,3,3,4,1,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,1,HighSESManipulation,7,7,6.2,1,NA,1,5
100,1336,18,2,,1,,11,,3,5,3,3,,,,NA,1,Celebraties,Governmental people,Billionaires,3,1,7,7,7,1,7,1,7,7,1,7,7,1,1,6,1,1,1,1,1,100,100,100,100,100,100,100,100,100,1,7,1,7,1,4,4,7,4,4,7,4,4,6,4,4,4,0,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,1,LowSESManipulation,7,7,7,1,3.3125,1.1666666666666667,NA
100,442,19,2,,1,,7,,2,9,5,5,Homeless,Minimum wage employees ,People in poverty,7,1,,,,0,0,7,7,7,1,7,1,2,5,4,3,1,1,1,7,3,1,2,1,1,60,80,70,55,55,100,91,87,90,1,2,6,3,5,6,1,6,6,7,6,6,3,7,5,6,1,1,6,6,6,5,5,7,6,5,1,2,1,2,7,7,7,6,1,HighSESManipulation,7,7,3,2.6875,5.3125,1.5,7
100,924,20,2,,1,,8,,3,13,7,4,Those who are unemployed,Those with no high school diploma,Those who are homeless,8,1,,,,0,0,7,7,7,1,6,1,6,7,1,7,7,1,1,6,1,1,1,1,1,100,100,100,100,100,100,100,100,100,1,6,3,6,2,4,2,2,2,4,5,4,3,2,1,3,1,1,1,1,1,1,7,7,7,7,1,3,1,1,7,7,7,7,1,HighSESManipulation,7,6.8,6.8,1.125,3.8125,1.1666666666666667,8
100,1050,19,2,,1,,7,,3,6,3,2,,,,NA,1,politicians,Celebrites,Surgeons ,2,1,7,6,5,1,5,1,6,7,1,6,7,1,1,7,1,1,1,1,1,100,100,100,100,100,100,100,100,100,1,5,4,5,4,4,5,5,4,4,3,4,5,7,4,5,4,1,2,1,2,2,7,7,7,6,7,4,3,3,7,7,7,7,1,LowSESManipulation,8,6,6.6,2.0625,4.0625,1,NA
100,710,20,1,,1,,8,,6,11,6,2,High School Drop outs,Homeless,Drug Addicts,5,1,,,,0,0,3,3,3,5,2,1,1,2,4,2,2,1,5,4,4,3,4,4,1,100,100,100,100,100,100,100,100,100,1,6,3,6,2,4,1,4,4,4,4,4,3,4,3,4,3,1,2,3,3,1,6,6,6,4,2,2,2,3,5,5,5,5,1,HighSESManipulation,7,2.8,2.2,2.5,3.875,4,5
100,895,19,1,,1,,7,,4,12,5,5,,,,NA,1,people who have second homes,millionares,trust fund kids + adults,7,1,5,5,4,3,2,1,3,3,5,5,5,1,3,5,4,4,3,4,1,80,66,78,90,86,68,86,76,75,1,6,2,5,2,4,3,2,5,3,3,4,5,3,4,3,4,1,2,2,3,1,6,7,6,7,2,6,2,6,6,6,6,6,1,LowSESManipulation,8,4.2,3.8,2.375,3.1875,3.5,NA
100,414,19,2,,1,,5,,4,13,5,7,homeless,drug addicts ,unemployed ,6,1,,,,0,0,5,5,4,3,2,1,5,7,1,5,5,1,1,6,1,1,1,1,1,100,100,100,100,100,100,100,71,81,1,5,1,7,1,4,2,3,5,4,4,5,4,6,1,4,2,0,4,1,1,4,7,7,7,7,1,1,1,1,7,7,7,7,1,HighSESManipulation,6,4.2,5.8,1.375,3.8125,1.1666666666666667,6
100,624,20,1,,1,,8,,7,6,4,7,Homeless,Mcdonald's,Walmart,4,1,,,,0,0,4,4,4,4,4,1,3,4,4,4,4,1,4,4,1,2,,2,1,100,100,100,100,100,100,100,100,100,1,4,4,5,4,4,4,4,4,4,4,4,4,4,3,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,HighSESManipulation,7,4,3.8,4,3.9375,NA,4
100,1017,18,2,,1,,6,,3,8,5,5,,,,NA,1,government officials,celebrities,ceos,5,1,6,5,4,2,4,1,5,5,3,5,5,1,2,7,2,1,1,1,1,50,50,50,20,50,50,50,50,50,1,6,1,7,1,4,1,3,4,3,4,4,4,5,3,4,4,1,1,1,2,2,4,6,7,5,1,1,1,2,4,6,4,6,1,LowSESManipulation,8,5,5,2.0625,3.4375,1.3333333333333333,NA
