StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,C1,D1,D2,D2_7_TEXT,D3,D3_8_TEXT,D4,D4_13_TEXT,D5_1,D6,D7,D8,Q37,Q36,Q35,Q26_1,Q38,Q32,Q33,Q34,Q29_1,Q39,WPS_1,WPS_2,WPS_3,WPS_4,WPS_5,WPS_6,WG_1,WG_2,WG_3,WG_4,WG_5,WG_6,MRS_1,MRS_2,MRS_3,MRS_4,MRS_5,MRS_6,MRS_7,RGP_1,RGP_2,RGP_3,RGP_4,RGP_5,RGP_6,RGP_7,RGP_8,RGP_9,Q40,CSER_1,CSER_2,CSER_3,CSER_4,CSER_5,CSER_6,CSER_7,CSER_8,CSER_9,CSER_10,CSER_11,CSER_12,CSER_13,CSER_14,CSER_15,CSER_16,CSER_17,SDO_1,SDO_2,SDO_3,SDO_4,SDO_5,SDO_6,SDO_7,SDO_8,SDO_9,SDO_10,SDO_11,SDO_12,SDO_13,SDO_14,SDO_15,SDO_16,SDO_17,FL_29_DO
2021-03-12 11:41:29,2021-03-12 11:44:32,IP Address,74.62.105.90,100,183,True,2021-03-12 11:44:32,R_D8o5ySNcGO7K7cJ,,,,,39.3184051513671875,-82.1011962890625,anonymous,EN,Yes,20,Female,,White,,Other Christian,,Moderate Conservative,"$150,000 or more",Some College,Bachelor's Degree,,,,,,people without jobs,people without education,"immigrants ",5,A,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Strongly Agree,Slightly Agree,Slightly Agree,Neutral,Neutral,Neutral,Moderately Disagree,Moderately Disagree,Slightly Agree,Moderately Disagree,Moderately Disagree,Moderately Disagree,Moderately Disagree,Neutral,86,100,73,90,74,67,100,65,19,C,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Moderately Agree,Slightly Agree,Moderately Disagree,Somewhat Oppose,Somewhat Oppose,Somewhat Oppose,Somewhat Oppose,Somewhat Oppose,Somewhat Oppose,Somewhat Oppose,Somewhat Oppose,Somewhat Oppose,Somewhat Oppose,Somewhat Oppose,Somewhat Oppose,Somewhat Oppose,Somewhat Oppose,Somewhat Oppose,Somewhat Oppose,Slightly Favor,LowSESManipulation
2021-03-13 15:21:10,2021-03-13 15:27:19,IP Address,99.25.100.148,100,368,True,2021-03-13 15:27:19,R_Ol4zeR8MJ9XGWkN,,,,,41.3843994140625,-81.7003021240234375,anonymous,EN,Yes,19,Female,,White,,Atheist,,Strong Liberal,"$150,000 or more",Master's Degree,"Doctoral or Professional Degree (i.e., Ph.D., M.D., J.D.)",Homeless people,"Farmers, factory workers","Construction workers, truck drivers",7,A,,,,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Slightly Agree,Strongly Agree,Strongly Disagree,Slightly Agree,Moderately Agree,Moderately Disagree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,80,70,77,10,80,90,70,80,80,C,Slightly Disagree,Moderately Agree,Slightly Disagree,Slightly Agree,Slightly Agree,Neutral,Slightly Disagree,Neutral,Slightly Agree,Strongly Disagree,Slightly Disagree,Strongly Disagree,Neutral,Moderately Disagree,Slightly Disagree,Strongly Disagree,Slightly Disagree,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Somewhat Favor,Strongly Favor,Strongly Favor,Somewhat Favor,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Slightly Favor,HighSESManipulation
2021-03-13 16:16:08,2021-03-13 16:33:50,IP Address,64.247.73.202,100,1062,True,2021-03-13 16:33:50,R_24qnDx35QpEQ864,,,,,39.3184051513671875,-82.1011962890625,anonymous,EN,Yes,18,Female,,White,,Catholic,,Slight Liberal,"$150,000 or more",Bachelor's Degree,Bachelor's Degree,,,,,,"Bill Gates ","Jeff Bezos ","Elon Musk ",6,A,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Disagree,Neutral,Strongly Agree,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Disagree,Slightly Agree,Moderately Disagree,Strongly Disagree,Moderately Agree,Moderately Disagree,Strongly Disagree,Moderately Disagree,Slightly Disagree,Neutral,85,85,85,85,85,85,85,85,85,C,Moderately Agree,Neutral,Slightly Agree,Slightly Disagree,Moderately Agree,Moderately Disagree,Neutral,Neutral,Slightly Agree,Slightly Disagree,Slightly Agree,Moderately Disagree,Moderately Agree,Moderately Disagree,Neutral,Moderately Disagree,Slightly Disagree,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Oppose,Strongly Oppose,Strongly Oppose,Somewhat Oppose,Strongly Favor,Strongly Favor,Somewhat Favor,Strongly Favor,Slightly Favor,LowSESManipulation
2021-03-13 16:15:30,2021-03-13 16:53:59,IP Address,104.0.242.67,100,2309,True,2021-03-13 16:53:59,R_3COvQv7YrOf7rar,,,,,39.9530029296875,-83.07669830322265625,anonymous,EN,Yes,18,Female,,White,,Atheist,,Moderate Liberal,"$50,000 to $59,999",Associate's Degree,Master's Degree,,,,,,Politicians,Celeberties,Buisness owners,5,A,Strongly Agree,Moderately Agree,Strongly Agree,Strongly Disagree,Neutral,Strongly Agree,Moderately Agree,Moderately Agree,Moderately Disagree,Moderately Agree,Strongly Agree,Moderately Disagree,Strongly Disagree,Moderately Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,80,50,84,14,44,100,51,53,95,C,Neutral,Slightly Agree,Slightly Agree,Slightly Disagree,Neutral,Slightly Disagree,Slightly Disagree,Moderately Disagree,Neutral,Slightly Disagree,Neutral,Neutral,Slightly Agree,Moderately Disagree,Slightly Disagree,Neutral,Slightly Disagree,Slightly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Somewhat Favor,Somewhat Favor,Strongly Favor,Somewhat Favor,Strongly Oppose,Somewhat Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Somewhat Favor,Slightly Favor,LowSESManipulation
2021-03-13 17:09:25,2021-03-13 17:21:05,IP Address,76.188.172.125,100,699,True,2021-03-13 17:21:05,R_2DMFB1aejNFK88W,,,,,41.31719970703125,-81.93389892578125,anonymous,EN,Yes,19,Female,,White,,Catholic,,Moderate Liberal,"$50,000 to $59,999",Bachelor's Degree,Bachelor's Degree,homeless,jobless,minimum wage workers,4,A,,,,,,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Disagree,Slightly Agree,Strongly Agree,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Agree,Moderately Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,85,80,85,75,50,95,85,50,80,C,Neutral,Neutral,Slightly Agree,Slightly Agree,Neutral,Slightly Disagree,Neutral,Slightly Disagree,Slightly Agree,Slightly Disagree,Neutral,Neutral,Slightly Agree,Neutral,Slightly Disagree,Neutral,Slightly Disagree,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Slightly Favor,HighSESManipulation
2021-03-14 13:17:55,2021-03-14 13:52:20,IP Address,107.211.254.49,100,2065,True,2021-03-14 13:52:21,R_31bjATI77ppQg5N,,,,,41.7722930908203125,-87.9795989990234375,anonymous,EN,Yes,18,Female,,White,,Catholic,,Moderate Liberal,"$50,000 to $59,999",Bachelor's Degree,Bachelor's Degree,,,,,,"Successful entrepreneurs ",Athletes,Actors,2,A,Slightly Agree,Moderately Agree,Neutral,Strongly Disagree,Neutral,Strongly Agree,Moderately Agree,Moderately Agree,Moderately Disagree,Moderately Agree,Strongly Agree,Moderately Disagree,Strongly Disagree,Moderately Agree,Strongly Disagree,Moderately Disagree,Slightly Agree,Slightly Agree,Neutral,100,71,100,84,71,100,100,88,89,C,Slightly Agree,Moderately Disagree,Neutral,Neutral,Slightly Disagree,Moderately Agree,Moderately Disagree,Slightly Agree,Moderately Disagree,Neutral,Neutral,Neutral,Moderately Agree,Slightly Agree,Moderately Disagree,Neutral,Slightly Disagree,Strongly Oppose,Somewhat Oppose,Somewhat Oppose,Slightly Favor,Somewhat Favor,Somewhat Favor,Somewhat Favor,Neutral,Strongly Oppose,Slightly Oppose,Somewhat Oppose,Strongly Oppose,Somewhat Favor,Strongly Favor,Strongly Favor,Strongly Favor,Slightly Favor,LowSESManipulation
2021-03-15 08:56:18,2021-03-15 09:14:10,IP Address,71.213.134.65,100,1072,True,2021-03-15 09:14:36,R_4MmbIavMPnKoNUt,,,,,40.682403564453125,-82.52860260009765625,anonymous,EN,Yes,20,Male,,White,,Other Christian,,Neutral,"Less than $10,000",High School Diploma,High School Diploma,homeless,cant receive income,cant receive benefits,4,A,,,,,,Slightly Agree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Moderately Disagree,Strongly Agree,Slightly Disagree,Slightly Disagree,Neutral,Slightly Disagree,Slightly Disagree,Strongly Disagree,Slightly Disagree,Moderately Agree,Neutral,Moderately Disagree,Strongly Disagree,Strongly Disagree,Neutral,54,54,52,52,51,51,51,52,52,C,Strongly Agree,Moderately Disagree,Strongly Agree,Moderately Disagree,Neutral,Moderately Disagree,Moderately Disagree,Neutral,Moderately Disagree,Neutral,Slightly Agree,Slightly Agree,Slightly Disagree,Strongly Disagree,Moderately Disagree,Slightly Agree,Slightly Disagree,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Oppose,Strongly Favor,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Oppose,Strongly Favor,Strongly Favor,Slightly Favor,HighSESManipulation
2021-03-15 10:49:25,2021-03-15 10:57:15,IP Address,132.235.184.9,100,469,True,2021-03-15 10:57:15,R_Y0ozYmd9btNAXkt,,,,,39.3184051513671875,-82.1011962890625,anonymous,EN,Yes,18,Female,,White,,Atheist,,Neutral,"$80,000 to $89,999",Bachelor's Degree,Some College,Homeless,Children in Poverty,"Jobless people ",5,A,,,,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Slightly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Moderately Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,91,50,90,30,90,90,91,90,90,C,Slightly Disagree,Slightly Agree,Neutral,Slightly Agree,Neutral,Moderately Agree,Moderately Agree,Slightly Agree,Neutral,Moderately Disagree,Neutral,Neutral,Moderately Agree,Slightly Disagree,Moderately Disagree,Neutral,Slightly Disagree,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Slightly Favor,HighSESManipulation
2021-03-15 12:07:46,2021-03-15 12:17:27,IP Address,64.247.124.59,100,580,True,2021-03-15 12:17:27,R_24qkItQFx0BufH2,,,,,39.3184051513671875,-82.1011962890625,anonymous,EN,Yes,19,Female,,White,,Catholic,,Moderate Liberal,"$150,000 or more","Doctoral or Professional Degree (i.e., Ph.D., M.D., J.D.","Doctoral or Professional Degree (i.e., Ph.D., M.D., J.D.)",,,,,,millionaires/billionaires,CEOs/Investors,People who come from Old Money,6,A,Strongly Agree,Strongly Agree,Strongly Agree,Moderately Disagree,Neutral,Strongly Agree,Slightly Agree,Moderately Agree,Moderately Disagree,Moderately Agree,Slightly Agree,Moderately Disagree,Strongly Disagree,Moderately Agree,Moderately Disagree,Moderately Disagree,Strongly Disagree,Strongly Disagree,Neutral,100,100,100,100,100,100,100,100,100,C,Slightly Disagree,Moderately Agree,Slightly Agree,Moderately Agree,Moderately Agree,Moderately Disagree,Neutral,Moderately Disagree,Moderately Agree,Moderately Disagree,Neutral,Moderately Disagree,Slightly Agree,Moderately Disagree,Slightly Agree,Slightly Disagree,Slightly Disagree,Slightly Oppose,Somewhat Oppose,Slightly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Somewhat Oppose,Somewhat Oppose,Strongly Oppose,Somewhat Oppose,Strongly Favor,Strongly Favor,Somewhat Favor,Strongly Favor,Slightly Favor,LowSESManipulation
2021-03-15 14:07:35,2021-03-15 14:15:16,IP Address,64.247.70.4,100,460,True,2021-03-15 14:15:16,R_1et95v9d9MCJuIp,,,,,39.3184051513671875,-82.1011962890625,anonymous,EN,Yes,18,Female,,White,,Catholic,,Slight Conservative,"$100,000 to $149,999",Associate's Degree,Some College,,,,,,Millionaires,"president ","Elon Musk ",3,A,Neutral,Slightly Disagree,Slightly Disagree,Slightly Agree,Moderately Disagree,Strongly Agree,Slightly Agree,Moderately Agree,Moderately Disagree,Slightly Disagree,Slightly Disagree,Strongly Disagree,Slightly Agree,Neutral,Slightly Agree,Moderately Disagree,Slightly Disagree,Slightly Disagree,Neutral,91,91,75,95,92,65,63,61,61,C,Slightly Agree,Neutral,Slightly Agree,Slightly Disagree,Moderately Agree,Moderately Disagree,Slightly Disagree,Moderately Disagree,Slightly Agree,Neutral,Neutral,Moderately Disagree,Neutral,Moderately Disagree,Slightly Agree,Strongly Disagree,Slightly Disagree,Slightly Oppose,Somewhat Oppose,Somewhat Oppose,Somewhat Oppose,Slightly Oppose,Slightly Favor,Somewhat Oppose,Neutral,Slightly Oppose,Slightly Favor,Slightly Oppose,Slightly Oppose,Slightly Favor,Slightly Favor,Slightly Oppose,Slightly Oppose,Slightly Favor,LowSESManipulation
2021-03-15 17:28:48,2021-03-15 17:39:43,IP Address,71.66.88.170,100,654,True,2021-03-15 17:39:43,R_OllspzGd7AiqKzL,,,,,39.962493896484375,-83.006103515625,anonymous,EN,Yes,20,Female,,White,,Protestant Christian,,Slight Conservative,"$80,000 to $89,999",Associate's Degree,Associate's Degree,,,,,,athletes,actors,music artists,2,A,Slightly Agree,Neutral,Slightly Agree,Moderately Disagree,Neutral,Strongly Agree,Slightly Agree,Moderately Agree,Moderately Disagree,Slightly Agree,Neutral,Moderately Disagree,Strongly Disagree,Slightly Agree,Neutral,Neutral,Neutral,Neutral,Neutral,80,80,80,80,80,80,80,80,80,C,Strongly Agree,Neutral,Strongly Agree,Strongly Disagree,Neutral,Strongly Disagree,Slightly Agree,Strongly Disagree,Moderately Agree,Slightly Disagree,Neutral,Strongly Disagree,Slightly Agree,Strongly Disagree,Moderately Agree,Moderately Disagree,Slightly Disagree,Strongly Oppose,Neutral,Neutral,Somewhat Favor,Neutral,Neutral,Neutral,Neutral,Neutral,Somewhat Favor,Neutral,Neutral,Somewhat Favor,Neutral,Slightly Favor,Neutral,Slightly Favor,LowSESManipulation
2021-03-16 13:55:21,2021-03-16 14:03:16,IP Address,75.188.26.119,100,475,True,2021-03-16 14:03:16,R_1N3pC0uBxmmcUdJ,,,,,39.3184051513671875,-82.1011962890625,anonymous,EN,Yes,22,Male,,White,,Prefer Not To Answer,,Slight Conservative,"$20,000 to $29,999",Master's Degree,Master's Degree,african american families without a father,first generation immigrants,the mentally handicapped,6,A,,,,,,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Moderately Disagree,Strongly Agree,Strongly Disagree,Neutral,Slightly Agree,Strongly Disagree,Slightly Agree,Neutral,100,100,100,100,100,100,100,,100,C,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Neutral,Strongly Disagree,Neutral,Neutral,Strongly Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Slightly Disagree,Strongly Oppose,Neutral,Strongly Oppose,Strongly Oppose,Slightly Oppose,Somewhat Favor,Strongly Favor,Neutral,Neutral,Neutral,Slightly Oppose,Neutral,Neutral,Somewhat Favor,Neutral,Neutral,Slightly Favor,HighSESManipulation
2021-03-17 16:13:53,2021-03-17 16:22:18,IP Address,132.235.77.236,100,504,True,2021-03-17 16:22:18,R_1FSbLOpcoxb5rpv,,,,,39.3184051513671875,-82.1011962890625,anonymous,EN,Yes,18,Male,,White,,Agnostic,,Moderate Conservative,"$70,000 to $79,999",Bachelor's Degree,"Doctoral or Professional Degree (i.e., Ph.D., M.D., J.D.)",homeless people,incarcerated people,"severely disabled people ",9,A,,,,,,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Moderately Agree,Strongly Agree,Slightly Agree,Slightly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,50,50,50,50,50,50,50,50,50,C,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Neutral,Strongly Disagree,Slightly Disagree,Neutral,Neutral,Neutral,Neutral,Strongly Disagree,Slightly Disagree,Neutral,Neutral,Neutral,Slightly Disagree,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Somewhat Favor,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Somewhat Favor,Somewhat Favor,Strongly Oppose,Slightly Favor,HighSESManipulation
2021-03-17 22:16:11,2021-03-17 22:23:24,IP Address,174.203.135.182,100,432,True,2021-03-17 22:23:24,R_SDEOcr8lrDYV6Nz,,,,,40.5222015380859375,-78.4033966064453125,anonymous,EN,Yes,21,Female,,White,,Spiritual,,Slight Conservative,"$100,000 to $149,999",Some College,Some College,,,,,,"Celebrity ","Politician ","Doctor ",2,A,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Agree,Strongly Agree,Neutral,Slightly Agree,Moderately Disagree,Slightly Agree,Slightly Agree,Moderately Disagree,Moderately Disagree,Moderately Agree,Slightly Disagree,Slightly Disagree,Moderately Disagree,Moderately Agree,Neutral,71,70,70,71,70,70,70,70,70,C,Strongly Agree,Moderately Disagree,Moderately Agree,Moderately Disagree,Strongly Agree,Strongly Disagree,Neutral,Strongly Disagree,Moderately Agree,Moderately Disagree,Slightly Agree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Agree,Slightly Disagree,Slightly Disagree,Strongly Oppose,Strongly Oppose,Neutral,Neutral,Strongly Favor,Somewhat Favor,Strongly Favor,Slightly Favor,Strongly Oppose,Somewhat Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Slightly Favor,LowSESManipulation
2021-03-18 09:08:46,2021-03-18 09:17:31,IP Address,75.188.100.243,100,524,True,2021-03-18 09:17:31,R_7OgByj60rULpXUd,,,,,39.3184051513671875,-82.1011962890625,anonymous,EN,Yes,21,Female,,White,,Catholic,,Strong Conservative,"$150,000 or more",Associate's Degree,"Doctoral or Professional Degree (i.e., Ph.D., M.D., J.D.)",Homeless People,"People on food stamps, using government handouts ",Unemployed,8,A,,,,,,Slightly Disagree,Strongly Disagree,Neutral,Neutral,Moderately Disagree,Strongly Agree,Strongly Disagree,Moderately Disagree,Neutral,Strongly Disagree,Moderately Disagree,Moderately Disagree,Slightly Disagree,Neutral,Slightly Agree,Moderately Disagree,Strongly Disagree,Strongly Disagree,Neutral,100,100,90,100,96,100,96,48,49,C,Strongly Agree,Moderately Disagree,Moderately Disagree,Neutral,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Slightly Disagree,Slightly Favor,Strongly Oppose,Neutral,Strongly Oppose,Slightly Favor,Neutral,Somewhat Favor,Somewhat Oppose,Slightly Favor,Slightly Oppose,Slightly Oppose,Neutral,Neutral,Neutral,Neutral,Neutral,Slightly Favor,HighSESManipulation
2021-03-18 09:45:16,2021-03-18 10:01:12,IP Address,65.185.151.78,100,955,True,2021-03-18 10:01:12,R_1NaHQ8r1HsfmhTg,,,,,39.3433990478515625,-84.40090179443359375,anonymous,EN,Yes,18,Female,,White,,Agnostic,,Strong Liberal,"$150,000 or more",Bachelor's Degree,Master's Degree,The homeless,"The unemployed ",sex workers,5,A,,,,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Slightly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Moderately Agree,Strongly Agree,Moderately Disagree,Strongly Disagree,Moderately Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,90,90,90,80,80,95,75,90,75,C,Slightly Agree,Slightly Disagree,Strongly Agree,Slightly Disagree,Neutral,Neutral,Slightly Agree,Neutral,Moderately Disagree,Neutral,Moderately Disagree,Neutral,Slightly Agree,Neutral,Slightly Disagree,Neutral,Slightly Disagree,Somewhat Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Oppose,Somewhat Oppose,Strongly Favor,Somewhat Favor,Somewhat Favor,Somewhat Favor,Strongly Favor,HighSESManipulation
2021-03-19 01:30:08,2021-03-19 01:39:19,IP Address,75.187.180.17,100,551,True,2021-03-19 01:39:20,R_10wOPkJdFthtPjG,,,,,41.018798828125,-81.617401123046875,anonymous,EN,Yes,18,Female,,White,,Protestant Christian,,Strong Liberal,"$30,000 to $39,999",High School Diploma,High School Diploma,Fast food workers,Strippers,"Homeless ",7,A,,,,,,Moderately Agree,Moderately Agree,Moderately Agree,Strongly Disagree,Moderately Agree,Strongly Agree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Moderately Agree,Moderately Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,100,100,100,100,100,100,100,100,100,C,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Strongly Disagree,Moderately Agree,Moderately Disagree,Slightly Agree,Neutral,Moderately Agree,Strongly Disagree,Moderately Agree,Strongly Disagree,Slightly Agree,Strongly Disagree,Slightly Disagree,Strongly Favor,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Oppose,Strongly Favor,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Slightly Favor,HighSESManipulation
2021-03-19 11:19:11,2021-03-19 11:24:55,IP Address,132.235.53.45,100,344,True,2021-03-19 11:24:55,R_RxGkKh6AkpkmPxT,,,,,39.3184051513671875,-82.1011962890625,anonymous,EN,Yes,19,Other,gender queer,White,,Spiritual,,Strong Liberal,"Less than $10,000",Some College,Some College,,,,,,"goverment officials ","corporate ceos ","a-list actors ",1,A,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Slightly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Moderately Agree,Moderately Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,100,71,100,64,100,100,95,96,96,C,Strongly Agree,Slightly Disagree,Strongly Agree,Slightly Disagree,Neutral,Moderately Agree,Slightly Disagree,Neutral,Moderately Disagree,Neutral,Moderately Disagree,Neutral,Slightly Disagree,Neutral,Moderately Disagree,Neutral,Slightly Disagree,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Slightly Favor,LowSESManipulation
2021-03-20 12:17:12,2021-03-20 12:36:56,IP Address,64.247.81.217,100,1183,True,2021-03-20 12:36:57,R_eM2uAE52qm9oAOR,,,,,39.3184051513671875,-82.1011962890625,anonymous,EN,Yes,18,Female,,White,,Other (Please Specify),I am not affiliated with  any specific religion but I do have beliefs about certain topics regarding it.,Strong Conservative,"$80,000 to $89,999",Bachelor's Degree,High School Diploma,The homeless. People that are unfortunate enough to have a roof over their head and food before them.,"People who live outside/inside the city. For example, downtown Cleveland. Lower income families.",People who don't have a job to sustain themselves because the didn't get the correct or enough education.,7,A,,,,,,Slightly Disagree,Slightly Disagree,Slightly Agree,Neutral,Slightly Disagree,Strongly Agree,Moderately Disagree,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Disagree,Moderately Disagree,Slightly Disagree,Neutral,Neutral,Neutral,Slightly Agree,Neutral,Neutral,70,70,70,70,70,60,100,70,70,C,Slightly Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Slightly Agree,Slightly Disagree,Slightly Agree,Neutral,Neutral,Neutral,Slightly Agree,Neutral,Slightly Disagree,Slightly Favor,Strongly Favor,Strongly Favor,Somewhat Favor,Slightly Oppose,Neutral,Neutral,Neutral,Neutral,Slightly Favor,Somewhat Oppose,Neutral,Slightly Favor,Neutral,Neutral,Slightly Oppose,Slightly Favor,HighSESManipulation
