"","Age","Gender","Race","Religion","Politics","SES","Education","Response_1","Response_2","Response_3","Rank","RGP_1","RGP_2","RGP_3","RGP_4","RGP_5","RGP_6","RGP_7","RGP_8","RGP_9","Condition","sdo_mean","wps_mean","wg_mean","mrs_mean","cse_total","cse_private","cse_public","cse_membership","cse_identity"
"350","18","Female","White","Atheist",5,2,"Associate's Degree","unemployed","African Americans","Janitors","5","80","72","60","41","90","93","78","58","86","HighSESManipulation",3.1875,5.8,4.6,2,4.1875,4.5,4.5,4,3.75
"351","23","Female","White","Other Christian",5,4,"Bachelor's Degree","U.S President","all NFL football players","Elon Musk","1","100","100","100","100","100","100","100","100","50","LowSESManipulation",2.6875,4.4,4,4,5.5,5.5,5.75,6,4.75
"352","19","Male","White","Atheist",5,12,"Bachelor's Degree","The people at the top are billionaires and politicians ","Below are top 1% of people in the world","Below are you average rich people","5","100","100","100","60","100","100","100","100","100","LowSESManipulation",3.3125,3.6,2.8,1.83333333333333,4,4.75,4,4,3
"353","18","Female","White","Other Christian",7,7,"Master's Degree","The homeless","Ethnic minorities","Immigrants","5","100","100","100","100","100","100","100","100","100","HighSESManipulation",1.6875,3.2,3.4,1.33333333333333,4.75,6.5,4,5.25,3.25
"354","18","Female","White","Evangelical Christian",5,4,"Bachelor's Degree","Doctor's","Athletes","Actors","5","100","100","95","90","85","95","95","85","85","LowSESManipulation",2.75,4.6,5.4,2,4,4.25,5.5,4.25,2
"355","19","Female","White","Catholic",6,10,"Some College","homeless","drug addicts ","welfare people ","6","100","100","100","100","100","100","100","100","100","HighSESManipulation",4,4.4,2.6,3.83333333333333,4.375,5,5.75,5.75,1
"356","18","Female","White","Catholic",5,9,"Bachelor's Degree","1. Bill Gates, Jeff Bezos, Oprah Winfrey","White Educated Men ","CEO's, professional athletes, World Leaders ","4","100","100","100","100","100","100","100","100","100","LowSESManipulation",1.9375,6,4.8,2,3.5,4,4.25,4,1.75
"357","19","Female","White","Atheist",2,8,"Bachelor's Degree","immigrant","people living the poverty line","single parent families","8","91","76","90","77","89","87","85","90","87","HighSESManipulation",2.5625,6,6.6,1,3.5,3.75,4.75,3.5,2
"358","18","Female","White","Prefer Not To Answer",5,9,"Associate's Degree","Poverty","Low class","Middle-low class","5","100","100","100","100","100","100","100","100","100","HighSESManipulation",4,5,5.2,3.16666666666667,4.8125,5.5,4.5,4.5,4.75
"359","18","Male","White","Catholic",8,6,"Master's Degree","billionares ","Neurosurgeon ","phd","3","100","100","100","100","100","80","100","100","100","LowSESManipulation",3.9375,2,2.2,2.66666666666667,3.125,3.75,3,4.75,1
"360","18","Male","White","Evangelical Christian",9,11,"Bachelor's Degree","Professional Athletes ","Politicians","Music Artists ","7","100","100","56","100","100","50","100","54","33","LowSESManipulation",3.8125,2.4,2.2,2.33333333333333,4.9375,6,6,5.25,2.5
"361","","Female","White","Prefer Not To Answer",3,10,"Associate's Degree","Homeless people","People without a high school diploma","Sanitation workers","7","50","80","40","60","30","50","100","10","10","HighSESManipulation",2.66666666666667,5.2,5.4,2.5,5.375,6.5,5.5,6.25,3.25
"362","18","Female","White","Other Christian",3,10,"Bachelor's Degree","Celebrities ","Politicians ","CEOs","7","100","100","100","100","100","100","100","100","100","LowSESManipulation",1,3.8,4,1,6.0625,7,6.25,7,4
"363","20","Non-Binary","White","Spiritual",1,10,"Bachelor's Degree","CEO's","High level politicians","Celebraties","6","100","85","100","15","100","100","74","100","100","LowSESManipulation",1,7,5.8,1,3.875,4.5,4,4,3
"364","18","Female","White","Catholic",5,9,"Some College","I got a private school education.","I didn't always have to worry about getting food or clothing.","I had peers to look out for me who could help me get better during school.","5","100","100","100","100","100","100","100","100","100","HighSESManipulation",3.3125,4.8,6,1.33333333333333,4.75,4.75,5.5,4.25,4.5
"365","18","Male","White","Protestant Christian",4,12,"Master's Degree","President ","Celebrities ","CEOs","7","85","75","68","65","80","75","80","75","75","LowSESManipulation",2.125,5.2,6.2,1.33333333333333,5.4375,5.25,6.75,6,3.75
"366","19","Female","White","Catholic",5,2,"Bachelor's Degree","homeless ","orphans ","unemployed ","8","100","100","100","100","99","98","100","99","99","HighSESManipulation",1.875,5,1.6,2.66666666666667,4.5,5.25,4.25,4.25,4.25
"367","18","Female","White","Prefer Not To Answer",5,3,"Associate's Degree","Successful business people","CEOS","Political figures","1","100","100","100","100","100","100","100","100","100","LowSESManipulation",1.5625,7,3.8,1,5.1875,5.5,6.25,6.25,2.75
"368","18","Female","White","Catholic",5,11,"High School Diploma","homeless","hungry","food insecure","5","100","100","100","100","100","100","100","100","100","HighSESManipulation",1.75,5.4,6.2,1.16666666666667,4.6875,6.25,4.5,6.75,1.25
"369","18","Female","White","Catholic",3,12,"Bachelor's Degree","White people","The rich ","Men ","7","93","71","93","50","93","90","83","85","85","LowSESManipulation",1.125,6.6,5.8,1.33333333333333,4.75,4.5,7,5.25,2.25
"370","19","Male","White","Protestant Christian",7,12,"Bachelor's Degree","Politicians ","Corporate CEOs ","People that work high level positions at banks  (like JP Morgan, Wells Fargo, etc.)","6","80","81","78","84","81","78","81","80","80","LowSESManipulation",2.6875,4.2,1.4,2.66666666666667,4.5625,5.75,6,5.5,1
"371","18","Female","White","Catholic",5,11,"High School Diploma","homeless","sick","poor","5","100","100","100","100","100","100","100","100","100","HighSESManipulation",1,5,7,1,4.75,5.5,5,6.25,2.25
"372","18","Female","White","Catholic",5,8,"Associate's Degree","homeless ","alcoholics ","single parent ","7","100","100","100","100","100","100","100","100","100","HighSESManipulation",3.8125,4.6,5,2.83333333333333,4.25,4.75,4.25,4.5,3.5
"373","18","Female","White","Christian",5,8,"Some College","People that I think would be at the top of this ladder would be the people of the white house. ","""Rich"" or more wealthy people ","""Famous"" people ","4","100","100","100","100","100","100","100","100","100","LowSESManipulation",2.4375,7,6.8,1.16666666666667,5.625,6.25,6.25,7,3
"374","18","Female","White","Prefer Not To Answer",7,9,"Bachelor's Degree","Jeff Bezos","Elon Musk","Bill Gates","4","100","100","100","100","100","100","100","100","100","LowSESManipulation",1.5625,6,5,1,3.875,4.25,4.5,4.5,2.25
"375","20","Female","White","Spiritual",3,11,"Bachelor's Degree","homeless people","discriminated groups of people ","those who couldn't afford schooling","6","100","66","72","32","60","100","100","52","81","HighSESManipulation",1.5,5.6,6.4,1.83333333333333,3.625,4.5,4.25,4.75,1
"376","21","Female","White","Atheist",3,11,"High School Diploma","Immigrants","Felons","Homeless ","7","100","100","100","100","100","100","100","100","100","HighSESManipulation",3,6.6,4.6,4.16666666666667,4.4375,5,4,4.25,4.5
"377","18","Female","White","Spiritual",2,5,"Master's Degree","cisgender white males","celebrities","government officials","6","100","39","100","7","100","100","48","100","100","LowSESManipulation",1.375,6.6,7,1,2.875,2.25,3.5,3.75,2
"378","18","Female","White","Spiritual",2,9,"Bachelor's Degree","CEO's","Doctors ","Lawyers ","7","100","80","100","50","100","100","90","100","100","LowSESManipulation",1.0625,6.8,5.4,1.16666666666667,4.4375,5,4.5,5.25,3
"379","19","Female","White","Other Christian",5,5,"Some College","low income families ","college students ","older people","5","100","100","100","100","100","100","100","100","100","HighSESManipulation",2.86666666666667,5.2,4,4,4,4,4,4,4
"380","19","Male","White","Protestant Christian",NA,11,"Master's Degree","African americans","Native americans","Mexicans","6","100","100","100","100","100","100","100","100","100","HighSESManipulation",1.125,4.2,1.6,1.83333333333333,4.875,6.25,5.75,6.25,1.25
"381","18","Female","White","Other Christian",3,9,"Master's Degree","poltical persons","army leaders","presidents/leaders","6","100","69","99","95","100","100","92","90","90","LowSESManipulation",4.125,3.6,3.2,3.16666666666667,3.8125,3.25,3.75,4,4.25
"382","20","Non-Binary","White","Atheist",1,11,"Master's Degree","Jeffery Bezos","The Kardashians","Bill Gates","6","95","40","95","5","90","95","50","50","50","LowSESManipulation",1,6.2,5,1,4.1875,4,5.5,4,3.25
"383","19","Female","White","Atheist",2,8,"High School Diploma","white men","Big Business Owners","Top 1%","3","98","40","98","3","100","97","25","99","89","LowSESManipulation",1.0625,7,6.8,1,3.1875,2,4,3.5,3.25
"384","22","Male","White","Catholic",7,9,"Bachelor's Degree","Homeless, large metropolitan squatters","Some groups of people in the Appalachian area ","Drug-addicted people who have financially ruined themselves because of addiction","7","100","100","80","90","90","75","90","75","60","HighSESManipulation",1.3125,3.6,4.2,1.66666666666667,5.625,6.75,5.5,7,3.25
"385","19","Female","White","Catholic",6,11,"Some College","The president","People in congress or HR","People with a lot of money","3","100","100","100","100","99","72","78","75","75","LowSESManipulation",4.0625,4.4,3.6,4,3.875,3.75,3.75,4,4
"386","19","Female","White","Atheist",2,11,"Master's Degree","People who are homeless with no family or job.","People who are stuck in a cycle of addiction strongly affecting the quality of their lives.","Foster children being passed between bad homes being abused.","7","50","50","50","30","50","50","40","60","60","HighSESManipulation",1.3125,6.4,6,1.5,4,5.25,5.75,4,1
"387","18","Female","White","Other Christian",8,11,"Some College","People of different culture backgrounds other than American. ","The lower class ","People in poverty","7","60","60","50","100","100","51","77","45","47","HighSESManipulation",1.875,3.4,4.2,4.83333333333333,5.75,7,5.25,7,3.75
"388","18","Female","White","Prefer Not To Answer",4,2,"Some College","Homeless people","People who did not attend school ","Mechanic","4","100","100","100","100","100","100","100","100","100","HighSESManipulation",1.0625,6.4,7,1,4.5,4.75,4.5,4.75,4
"389","18","Female","White","Catholic",7,10,"Bachelor's Degree","Politicians ","celebrities ","millionaires ","4","71","71","71","71","71","71","71","71","71","LowSESManipulation",4,3.4,2.8,3,3.75,5.5,3.75,4.5,1.25
"390","19","Male","White","Agnostic",5,4,"Some College","poor","homeless","children","5","100","100","100","100","100","100","100","100","100","HighSESManipulation",1.75,5.2,7,2.83333333333333,3.5625,5,4.25,4,1
"391","18","Female","White","Catholic",8,12,"Master's Degree","business owners ","celebrities ","actors ","5","100","100","100","100","100","99","100","100","100","LowSESManipulation",2.875,1.6,1,4,4.5,7,1.5,7,2.5
"392","23","Male","White","Other Christian",5,9,"High School Diploma","The homeless ","People on welfare ","some immigrants ","3","100","100","100","100","100","100","100","100","90","HighSESManipulation",1,2.2,1,1.83333333333333,5.5,6.25,4.75,7,4
"393","20","Female","White","not religious",4,10,"Bachelor's Degree","homeless ","disabled ","mentally ill ","7","100","100","100","50","100","94","87","82","100","HighSESManipulation",1.9375,6.4,4.4,1,4.625,3.5,6,5,4
"394","19","Female","White","Prefer Not To Answer",5,9,"Master's Degree","homeless ","minimum wage ","IDK","8","100","100","100","100","100","100","100","100","100","HighSESManipulation",1.75,5.4,3.6,1.33333333333333,4.5,4.25,4.75,4.5,4.5
"395","18","Female","White","Atheist",3,4,"Bachelor's Degree","Politicians","White men","Law enforcement ","7","100","100","100","100","100","100","100","100","100","LowSESManipulation",1,7,6.6,1,4.0625,4.75,5,3.75,2.75
"396","21","Female","White","christian ",5,11,"Master's Degree","Jeff bezos ","Elon Musk ","Bill Gates ","5","100","100","100","100","100","100","100","100","100","LowSESManipulation",3.0625,5.4,5,2.5,4.0625,5.25,4.25,5.75,1
"397","19","Male","White","Catholic",6,11,"Associate's Degree","Homeless ","High school dropout","Working a minimum wage job as an adult  ","4","100","100","100","100","100","100","100","100","100","HighSESManipulation",2.625,3,3.2,3.16666666666667,4.625,4.25,4.5,5.25,4.5
"398","18","Female","White","Catholic",6,10,"Bachelor's Degree","senators","president","vice-president","2","100","100","100","100","100","100","100","100","100","LowSESManipulation",2.5,6.2,5.2,1.16666666666667,5.125,6.5,5.75,4.75,3.5
"399","19","Female","White","Prefer Not To Answer",5,3,"High School Diploma","Men","Christians","Wealthy/ Higher political people","3","90","70","90","70","","65","65","90","80","LowSESManipulation",2,4.4,3.4,3.5,3.3125,4.25,3.25,3.25,2.5
"400","20","Female","White","Catholic",2,12,"Master's Degree","People who do not have access to healthcare","people who live in extreme poverty","Children whose parents do not provide for them ","7","100","100","100","100","100","100","100","100","100","HighSESManipulation",1.6875,5.8,4.4,1,4.5,4.5,5,4.5,4
"401","21","Female","White","Catholic",1,11,"Master's Degree","White males","Highly educated people (college degrees, PHDs)","Upper class ","7","100","100","100","100","100","100","100","100","100","LowSESManipulation",2.25,7,6.4,1.16666666666667,5,6,5.75,4.75,3.5
"402","18","Female","White","Other Christian",2,5,"Master's Degree","White men in power ","White people who have a rich ancestry","people with the most money","5","100","100","100","100","100","100","100","100","100","LowSESManipulation",1.3125,7,5.8,1,5.125,5.25,5.75,6.25,3.25
"403","20","Female","White","Other Christian",4,8,"Master's Degree","Small Business owners ","Gas Station employees ","Teachers","5","50","50","50","20","50","80","50","50","50","HighSESManipulation",2.375,7,6.2,1,4.6875,5.25,4.25,6,3.25
"404","20","Female","White","Other Christian",4,8,"Master's Degree","Doctor","Lawyer","CEO","1","50","50","50","10","50","85","50","50","50","LowSESManipulation",2.5,5.8,6.2,1,3.9375,4,3.5,5,3.25
"405","20","Female","White","Agnostic",2,12,"Bachelor's Degree","Impoverished people ","Uneducated people ","Unemployed people","8","100","80","100","40","100","100","90","100","100","HighSESManipulation",1.3125,7,6.8,1,5.375,6,7,4.25,4.25
"406","18","Female","White","Catholic",5,10,"Master's Degree","Doctors","Celebrities ","Lawyers","6","100","61","100","100","100","100","100","87","63","LowSESManipulation",1.125,6.4,5.8,1.5,4.125,4.75,4.5,4.25,3
"407","18","Female","White","Catholic",5,10,"Master's Degree","Jobless people","People working for low income jobs (Fast Food)","Factory Workers","7","100","57","100","100","100","100","100","90","75","HighSESManipulation",1.125,6.4,5.8,1,4.5,5.25,5.25,4.5,3
"408","18","Female","White","Evangelical Christian",8,12,"Bachelor's Degree","entrepreneurs","doctors ","hardworking people","8","100","100","100","100","100","70","100","","0","LowSESManipulation",3.9375,1.2,1.8,2.16666666666667,4.9375,6.75,2.75,6.25,4
"409","18","Female","White","Protestant Christian",8,11,"Bachelor's Degree","Elon Musk ","Steve Jobs ","Doctors ","6","88","88","88","88","88","75","88","85","75","LowSESManipulation",3.125,2.8,3.4,3.83333333333333,4.1875,4.75,5,4.25,2.75
"410","18","Female","White","Spiritual",4,11,"Bachelor's Degree","Homeless people","Big families struggling to keep jobs","drug addicts","4","90","65","90","60","90","100","85","91","80","HighSESManipulation",1.625,6.8,6.6,1,4.625,4.75,6,4.75,3
"411","18","Female","White","Catholic",3,1,"Some College","Homeless","People living in shelters or halfway houses","Single mothers working multiple jobs to keep a roof over their children's heads","5","90","84","90","70","90","95","80","90","90","HighSESManipulation",1.0625,5.25,6.2,1,4.5625,5.75,5,5.25,2.25
"412","18","Female","White","Catholic",3,12,"Master's Degree","Millionars","High Income Families","Comfortable Families","3","100","100","54","100","100","100","100","73","71","LowSESManipulation",1.75,5,5.8,1.16666666666667,5.25,6.5,4.5,5.5,4.5
"413","18","Female","White","Atheist",3,6,"Doctoral or Professional Degree (i.e., Ph.D., M.D., J.D.","Billionaires (Bill gates, etc)","Millionaire Celebrities","Brain surgeons, chemists, bio engineers, etc","2","100","","100","30","100","100","0","100","100","LowSESManipulation",1.3125,4.4,7,1.5,3.375,3,4.25,3.75,2.5
"414","18","Female","White","Catholic",6,11,"Some College","People who have a low income are at the bottom of this ladder, This is different from me because technically I don't have an income but my parents still take care of me. ","People who have bad education are at the bottom because having bad education doesn't get them into college which leads to a better job. I had a good education that got me to OU today. ","People with the lest respected jobs normally didn't go to college. ","7","100","100","100","100","100","100","100","100","100","HighSESManipulation",2.3125,4.8,4.4,1.83333333333333,4.875,6.75,5,5.25,2.5
"415","19","Male","White","Other Christian",4,7,"Bachelor's Degree","Elon Musk","Top 1%","Jeff Bezzzzossss","4","92","91","88","90","90","100","90","92","92","LowSESManipulation",1.1875,6,6.6,1.33333333333333,3.375,3.25,4.5,4,1.75
"416","18","Male","White","Atheist",2,12,"Master's Degree","The victims of systemic racism in our long lasting infrastructure practices ","Immigrants to the country just starting out","Inmates right out of prison","7","100","100","100","46","100","100","100","100","100","HighSESManipulation",2.0625,7,2,1,5.1875,5.5,7,4,4.25
"417","20","Female","White","Atheist",2,12,"Master's Degree","Veterans","People of color","Homeless","5","92","50","91","50","92","91","74","87","88","HighSESManipulation",1.1875,6,5,1.16666666666667,3.5625,3.25,3.5,4.5,3
"418","18","Male","White","Catholic",7,10,"High School Diploma","The president ","Jeff bazos ","Elon Musk ","5","70","70","70","70","70","70","70","70","70","LowSESManipulation",2.1875,3.4,4.4,2.66666666666667,4.25,6.5,3,5,2.5
"419","19","Female","White","Prefer Not To Answer",5,11,"Bachelor's Degree","homeless people","people that are addicted to drugs and cannot escape","someone in jail for life","7","100","100","100","100","100","100","100","100","100","HighSESManipulation",2.4375,4,4.2,2.66666666666667,4.875,6.25,5.5,6.25,1.5
"420","18","Female","White","Other Christian",5,9,"Some College","Celebrities","Doctors","Lawyers","5","100","100","100","100","100","100","100","100","100","LowSESManipulation",1.6875,5.6,4.6,1.33333333333333,5.8125,6.75,6.5,5.75,4.25
"421","18","Non-Binary","White","Prefer Not To Answer",2,11,"Master's Degree","","","","","80","80","65","65","80","100","85","75","75","LowSESManipulation",3.125,6.4,5.8,1.16666666666667,3.8125,4,4,4,3.25
"422","18","Male","White","Protestant Christian",2,10,"Master's Degree","Low income POC","Appalachia families","working class families","6","96","96","97","97","96","100","97","98","97","HighSESManipulation",1.125,6,2,1,3.875,4.75,3.75,4,3
"423","18","Female","White","Atheist",2,7,"Bachelor's Degree","celebrities ","high political standing ","big unknown business people ","3","100","40","100","93","100","100","100","100","100","LowSESManipulation",2.3125,6.4,6.8,1.16666666666667,3.3125,2.5,5,4,1.75
"424","18","Female","White","Other Christian",6,7,"High School Diploma","Celebrities. Athletes, musicians, politicians, etc.","Those with PHDS. Scientists, engineers, doctors, etc.","Elon Musk","5","55","68","69","65","69","62","80","62","68","LowSESManipulation",2.9375,5.8,4.6,2,4.3125,5,4.75,3.75,3.75
"425","18","Female","White","Protestant Christian",3,11,"Master's Degree","CEO's","Celebrities","rich people","6","100","100","100","100","100","100","100","100","100","LowSESManipulation",1,4.6,3,1.5,4.875,6,6.75,5.5,1.25
"426","18","Female","White","Catholic",4,10,"Master's Degree","the homeless","immigrants","high school dropouts","6","100","100","100","100","100","100","92","100","82","HighSESManipulation",2.625,6.2,7,1.33333333333333,4.4,3.33333333333333,6,3.75,4.25
"427","18","Female","White","Catholic",NA,11,"Master's Degree","homeless","dropouts","immigrants","9","83","100","73","100","80","51","100","55","43","LowSESManipulation",1.6,3.4,6.6,3.16666666666667,3.4375,3.5,3,3.75,3.5
"428","20","Male","White","Spiritual",3,12,"Bachelor's Degree","homeless minority drag queens","illegal immigrants without work with families","extreme drug addicts","9","65","50","65","65","65","40","10","50","50","HighSESManipulation",1.25,7,5,1.66666666666667,5.375,5,6.75,4.75,5
"429","18","Female","White","Other Christian",2,12,"Master's Degree","homeless people","African American people (by statistics)","people with no college degree","8","100","100","100","100","100","100","100","100","100","HighSESManipulation",2.1875,6.6,6.6,1,4.5,4.5,6,4.75,2.75
"430","18","Female","White","Protestant Christian",4,12,"Bachelor's Degree","Rich people ","Celebrities","Politicians","5","100","100","100","100","100","100","100","100","100","LowSESManipulation",2.125,6,5.2,1.16666666666667,3.8125,5,3.5,4,2.75
"431","19","Female","White","Other Christian",5,3,"Associate's Degree","Homeless people ","People with no jobs or no income ","People with zero help, people who are unable to attain a education, people with no health benefits","5","100","49","100","100","100","100","100","47","100","HighSESManipulation",3,7,3.4,1,4,4.25,4.75,4.25,2.75
"432","20","Male","White","Non religious ",3,12,"Master's Degree","Business owners","Doctors","Actors","4","100","100","100","91","100","100","100","100","100","LowSESManipulation",1,6.4,4.6,1,3.25,4,4,4,1
"433","20","Female","White","Agnostic",3,12,"Associate's Degree","African Americans","Hispanics","Native Americans ","8","100","50","100","0","100","100","50","50","50","HighSESManipulation",1,7,6.8,1,4.625,4,4.5,4.75,5.25
"434","23","Male","White","Evangelical Christian",6,9,"High School Diploma","Poor","Drug addicted","Homeless","7","100","100","100","100","100","100","100","100","99","HighSESManipulation",1,2,1,1.83333333333333,4.375,7,5.5,4,1
"435","18","Female","White","Protestant Christian",8,12,"Doctoral or Professional Degree (i.e., Ph.D., M.D., J.D.","Doctors","President","Engineer","5","85","90","85","90","90","85","85","85","85","LowSESManipulation",2.625,3.4,3.6,2.33333333333333,4.625,6,4.5,6,2
"436","19","Female","White","Catholic",8,11,"Bachelor's Degree","Jeff Bezos","Celebrities ","Politicians","6","85","90","60","71","71","70","85","55","","LowSESManipulation",4.3125,4.2,3.6,5.16666666666667,5.6875,6.25,6.25,6.5,3.75
"437","27","Female","White","Protestant Christian",5,12,"Some College","People living in poverty","People who are homeless","People who are struggling to access resources for everyday survival ","7","100","100","100","50","100","100","100","100","100","HighSESManipulation",1.3125,6.2,4,1,4.1875,7,1.75,6.25,1.75
"438","23","Male","White","Protestant Christian",7,12,"Bachelor's Degree","Elon Musk","Jeff Bezos","Warren Buffet","3","50","50","50","50","50","25","50","50","50","LowSESManipulation",3.9375,2.6,2.4,2.83333333333333,5.4375,7,6.75,7,1
"439","","Non-Binary","White","Prefer Not To Answer",2,5,"Bachelor's Degree","Inner city people","Rural people","Black people ","5","100","68","100","16","99","100","56","100","51","HighSESManipulation",1,5.4,4,1,4.5625,5.25,6.75,4.5,1.75
"440","","Non-Binary","White","Agnostic",2,5,"Bachelor's Degree","Inner city people","Rural people","Low income households","4","83","57","100","30","100","100","60","100","39","LowSESManipulation",1,5.6,3.8,1,4.3125,6,6.75,3.5,1
"441","20","Female","White","Agnostic",2,8,"Master's Degree","Company Owners ","Celebrities ","Pro Athletes ","4","100","100","100","66","100","100","100","100","100","LowSESManipulation",1.8125,5.6,4.8,1.5,4.25,5.75,4.75,5.5,1
"442","18 ","Female","White","Other Christian",8,11,"Master's Degree","Doctors ","Buisness ","Lawyer ","7","100","100","100","100","100","100","100","100","100","LowSESManipulation",3.1875,5.6,5.6,2.83333333333333,4.6875,4.75,5,5,4
