StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,C1,D1,D2,D2_7_TEXT,D3,D3_8_TEXT,D4,D4_13_TEXT,D5_1,D6,D7,D8,SDO_1,SDO_2,SDO_3,SDO_4,SDO_5,SDO_6,SDO_7,SDO_8,SDO_9,SDO_10,SDO_11,SDO_12,SDO_13,SDO_14,SDO_15,SDO_16,SDO_17,Q37,Q36,Q35,Q38,Q26_1,Q32,Q33,Q34,Q29_1,Q39,WPS_1,WPS_2,WPS_3,WPS_4,WPS_5,WPS_6,WG_1,WG_2,WG_3,WG_4,WG_5,WG_6,MRS_1,MRS_2,MRS_3,MRS_4,MRS_5,MRS_6,MRS_7,RGP_1,RGP_2,RGP_3,RGP_4,RGP_5,RGP_6,RGP_7,RGP_8,RGP_9,Q40,CSER_1,CSER_2,CSER_3,CSER_4,CSER_5,CSER_6,CSER_7,CSER_8,CSER_9,CSER_10,CSER_11,CSER_12,CSER_13,CSER_14,CSER_15,CSER_16,CSER_17,SC0,FL_29_DO,SocialDominanceOrientation_DO,WhitePrivilegeScale_DO,WhiteGuiltScale_DO,ModernRacismScale_DO
2022-09-13 14:11:32,2022-09-13 14:23:02,IP Address,104.166.241.153,100,690,True,2022-09-13 14:23:02,R_qE0sBn3N0zO0Nz3,,,,,41.6344,-91.5054,anonymous,EN,Yes,19,Female,,White,,Evangelical Christian,,Strong Conservative,"$150,000 or more","Doctoral or Professional Degree (i.e., Ph.D., M.D., J.D.",Bachelor's Degree,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Oppose,Strongly Oppose,Slightly Favor,Strongly Favor,Slightly Favor,Strongly Favor,Strongly Favor,Slightly Favor,Strongly Favor,Strongly Favor,Slightly Oppose,Strongly Favor,Strongly Oppose,Slightly Favor,,,,,,People who have taken advantage of the American Dream/equal opportunity,People who have successful parents,People who got rich out of luck or provision/equal guarantee,8,A,Strongly Disagree,Strongly Disagree,Neutral,Neutral,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Slightly Agree,Moderately Disagree,Moderately Disagree,Slightly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Moderately Agree,Neutral,90,90,30,90,80,20,90,50,20,C,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Neutral,Strongly Disagree,Neutral,Neutral,Neutral,Neutral,Strongly Agree,Strongly Disagree,Slightly Disagree,Strongly Disagree,Neutral,Strongly Agree,Slightly Disagree,240,LowSESManipulation,SDO,WPS,WG,MRS
2022-09-13 14:41:47,2022-09-13 14:48:17,IP Address,132.235.118.195,100,389,True,2022-09-13 14:48:17,R_NXXJx5OaiGtmCv7,,,,,39.3184,-82.1012,anonymous,EN,Yes,,Female,,White,,Other Christian,,Neutral,"$150,000 or more",Master's Degree,High School Diploma,Somewhat Oppose,Neutral,Neutral,Slightly Favor,Somewhat Oppose,Somewhat Oppose,Strongly Favor,Somewhat Favor,Strongly Oppose,Somewhat Favor,Neutral,Slightly Oppose,Strongly Favor,Slightly Favor,Strongly Favor,Somewhat Favor,Somewhat Favor,Homeless,"Hs dropout ",Hustler,A,4,,,,,,Slightly Agree,Strongly Disagree,Slightly Agree,Strongly Disagree,Neutral,Strongly Disagree,Slightly Disagree,Strongly Agree,Strongly Disagree,Slightly Agree,Strongly Agree,Moderately Disagree,Strongly Disagree,Strongly Agree,Moderately Disagree,Strongly Disagree,Strongly Disagree,Moderately Disagree,Neutral,100,100,100,100,100,100,100,100,100,C,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Slightly Agree,Neutral,Neutral,Neutral,234,HighSESManipulation,SDO,WPS,WG,MRS
2022-09-13 15:31:18,2022-09-13 15:40:13,IP Address,64.247.127.254,100,535,True,2022-09-13 15:40:14,R_1XNX4EC3OzS1Hsl,,,,,39.3184,-82.1012,anonymous,EN,Yes,18,Female,,White,,Catholic,,Neutral,"$100,000 to $149,999",Bachelor's Degree,Bachelor's Degree,Slightly Favor,Slightly Oppose,Neutral,Somewhat Oppose,Strongly Favor,Strongly Favor,Slightly Favor,Somewhat Oppose,Strongly Oppose,Somewhat Favor,Slightly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Slightly Favor,the poor,the impared,the unemployed,A,6,,,,,,Moderately Agree,Moderately Agree,Neutral,Moderately Disagree,Strongly Disagree,Strongly Agree,Slightly Agree,Strongly Agree,Moderately Disagree,Moderately Agree,Strongly Agree,Moderately Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,100,100,100,100,100,100,98,27,46,C,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Moderately Disagree,Slightly Agree,Moderately Disagree,Strongly Agree,Strongly Disagree,Moderately Agree,Slightly Disagree,Strongly Agree,Moderately Disagree,Moderately Agree,Strongly Disagree,Slightly Disagree,249,HighSESManipulation,SDO,WPS,WG,MRS
2022-09-13 15:46:26,2022-09-13 16:00:49,IP Address,173.73.226.225,100,862,True,2022-09-13 16:00:49,R_3MaDTAodB44SB4d,,,,,38.8978,-77.2885,anonymous,EN,Yes,34,Male,,White,,Other (Please Specify),Atheist,Slight Liberal,"$100,000 to $149,999",High School Diploma,Associate's Degree,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Oppose,Strongly Favor,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,,,,,,politicians,Corporate CEO,Movie Producers,7,A,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Moderately Agree,Strongly Disagree,Moderately Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,100,10,100,,100,100,23,100,100,C,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Neutral,Strongly Disagree,Strongly Disagree,Neutral,Strongly Disagree,Moderately Disagree,Slightly Agree,Strongly Agree,Strongly Disagree,Slightly Agree,Strongly Disagree,Slightly Disagree,250,LowSESManipulation,SDO,WPS,WG,MRS
2022-09-13 16:24:27,2022-09-13 16:46:00,IP Address,64.247.127.254,100,1292,True,2022-09-13 16:46:00,R_1i81zyprscl4WAJ,,,,,39.3184,-82.1012,anonymous,EN,Yes,18,Female,,White,,Prefer Not To Answer,,Slight Conservative,"$50,000 to $59,999",Bachelor's Degree,High School Diploma,Somewhat Favor,Somewhat Oppose,Somewhat Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Slightly Favor,Neutral,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Slightly Favor,,,,,,"An example is Jeff Bezos. He is one of the richest men in the world. ",Another example is Elon Musk. The founder of Tesla.,Lastly Bill Gates.,3,A,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Neutral,Strongly Agree,Moderately Disagree,Slightly Agree,Slightly Disagree,Moderately Agree,Moderately Agree,Moderately Disagree,Strongly Disagree,Moderately Disagree,Strongly Disagree,Moderately Disagree,Strongly Disagree,Strongly Disagree,Neutral,88,68,51,57,94,53,80,100,100,C,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Disagree,Neutral,Moderately Disagree,Strongly Agree,Moderately Disagree,Slightly Agree,Neutral,Neutral,Neutral,Strongly Agree,Moderately Disagree,Slightly Agree,Slightly Disagree,Slightly Disagree,230,LowSESManipulation,SDO,WPS,WG,MRS
2022-09-13 16:36:22,2022-09-13 16:56:14,IP Address,64.247.127.254,100,1192,True,2022-09-13 16:56:14,R_tKihv98NWGyFI0V,,,,,39.3184,-82.1012,anonymous,EN,Yes,18,Female,,White,,Catholic,,Slight Liberal,"$70,000 to $79,999",Bachelor's Degree,Bachelor's Degree,Somewhat Favor,Neutral,Neutral,Somewhat Oppose,Somewhat Favor,Neutral,Slightly Favor,Slightly Oppose,Somewhat Oppose,Slightly Favor,Strongly Oppose,Slightly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Neutral,Slightly Favor,"Homeless people ",Muslims,"Asians ",A,7,,,,,,Neutral,Slightly Agree,Slightly Disagree,Moderately Disagree,Strongly Disagree,Strongly Agree,Slightly Agree,Neutral,Strongly Disagree,Slightly Agree,Neutral,Moderately Disagree,Moderately Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,100,92,78,87,87,100,100,100,49,C,Strongly Agree,Neutral,Strongly Agree,Neutral,Moderately Agree,Strongly Disagree,Moderately Agree,Moderately Agree,Strongly Agree,Slightly Disagree,Slightly Agree,Strongly Disagree,Strongly Agree,Moderately Disagree,Strongly Agree,Strongly Disagree,Slightly Disagree,240,HighSESManipulation,SDO,WPS,WG,MRS
2022-09-13 17:08:59,2022-09-13 17:20:45,IP Address,132.235.114.207,100,706,True,2022-09-13 17:20:45,R_puR2arbWYgOeyKB,,,,,39.3184,-82.1012,anonymous,EN,Yes,20,Female,,White,,Atheist,,Strong Liberal,"$20,000 to $29,999",Associate's Degree,Some College,Slightly Favor,Somewhat Favor,Somewhat Favor,Slightly Favor,Neutral,Slightly Oppose,Strongly Favor,Neutral,Slightly Favor,Somewhat Favor,Slightly Oppose,Slightly Favor,Strongly Favor,Slightly Favor,Slightly Favor,Slightly Favor,Slightly Favor,,,,,,people who hold economic power-corporate business owners,people who have high security and salary from the government,people who run universities,4,A,Strongly Agree,Moderately Agree,Slightly Disagree,Moderately Disagree,Neutral,Strongly Agree,Slightly Disagree,Moderately Agree,Moderately Disagree,Slightly Agree,Moderately Agree,Moderately Disagree,Moderately Disagree,Slightly Agree,Moderately Disagree,Moderately Disagree,Neutral,Slightly Disagree,Neutral,64,71,57,1,32,67,64,60,57,C,Moderately Agree,Moderately Disagree,Moderately Agree,Slightly Disagree,Neutral,Slightly Disagree,Moderately Agree,Slightly Agree,Slightly Agree,Neutral,Slightly Agree,Neutral,Moderately Agree,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Disagree,251,LowSESManipulation,SDO,WPS,WG,MRS
2022-09-13 18:11:17,2022-09-13 18:33:45,IP Address,132.235.80.45,100,1347,True,2022-09-13 18:33:45,R_3EN12vAN3zBJoES,,,,,39.3184,-82.1012,anonymous,EN,Yes,18,Female,,White,,Other (Please Specify),no affiliation,Strong Liberal,"$100,000 to $149,999",Master's Degree,Bachelor's Degree,Slightly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Slightly Favor,"Houseless Individuals ","Trans black women ",Low income households (youth),A,8,,,,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Neutral,Strongly Agree,Moderately Agree,Slightly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Moderately Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,100,100,100,71,100,100,90,100,100,C,Moderately Agree,Neutral,Slightly Disagree,Strongly Disagree,Slightly Disagree,Neutral,Moderately Agree,Neutral,Neutral,Neutral,Slightly Agree,Slightly Disagree,Strongly Agree,Moderately Disagree,Neutral,Moderately Disagree,Slightly Disagree,258,HighSESManipulation,SDO,WPS,WG,MRS
2022-09-13 20:10:54,2022-09-13 20:20:47,IP Address,132.235.222.172,100,592,True,2022-09-13 20:20:47,R_3Muif4xDceLSZRY,,,,,39.3184,-82.1012,anonymous,EN,Yes,18,Female,,White,,Atheist,,Strong Liberal,"$80,000 to $89,999",High School Diploma,Some College,Slightly Oppose,Somewhat Oppose,Somewhat Oppose,Slightly Oppose,Somewhat Favor,Somewhat Favor,Slightly Favor,Somewhat Favor,Slightly Oppose,Neutral,Slightly Oppose,Neutral,Somewhat Favor,Slightly Favor,Slightly Favor,Slightly Favor,Slightly Favor,minimum wage workers,orphans/foster children,unemployed,A,6,,,,,,Moderately Agree,Moderately Agree,Moderately Agree,Strongly Disagree,Slightly Agree,Strongly Agree,Slightly Agree,Slightly Agree,Moderately Disagree,Slightly Agree,Slightly Agree,Moderately Disagree,Moderately Disagree,Slightly Agree,Neutral,Neutral,Moderately Disagree,Moderately Disagree,Neutral,100,75,100,50,86,100,93,100,100,C,Slightly Agree,Slightly Disagree,Slightly Agree,Neutral,Neutral,Moderately Disagree,Neutral,Slightly Disagree,Slightly Agree,Neutral,Neutral,Neutral,Slightly Agree,Slightly Disagree,Neutral,Slightly Disagree,Slightly Disagree,239,HighSESManipulation,SDO,WPS,WG,MRS
2022-09-13 20:05:53,2022-09-13 20:26:55,IP Address,64.247.127.254,100,1262,True,2022-09-13 20:26:56,R_2zBz5PpiFRsK69X,,,,,39.3184,-82.1012,anonymous,EN,Yes,18,Female,,White,,Other (Please Specify),"Lutheran ",Moderate Conservative,"$150,000 or more",Bachelor's Degree,Master's Degree,Somewhat Favor,Somewhat Oppose,Neutral,Somewhat Oppose,Slightly Favor,Strongly Favor,Neutral,Somewhat Favor,Somewhat Oppose,Somewhat Favor,Slightly Oppose,Slightly Oppose,Strongly Favor,Strongly Favor,Somewhat Favor,Slightly Favor,Slightly Favor,,,,,,Bill Gates,Jeffrey Bezos,Warren Buffett,2,A,Slightly Agree,Neutral,Slightly Disagree,Neutral,Moderately Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Moderately Disagree,Slightly Disagree,Slightly Agree,Strongly Disagree,Moderately Disagree,Moderately Disagree,Strongly Disagree,Neutral,80,80,80,80,80,80,80,80,80,C,Moderately Disagree,Moderately Disagree,Moderately Agree,Slightly Agree,Strongly Agree,Strongly Disagree,Slightly Disagree,Moderately Disagree,Strongly Agree,Strongly Agree,Moderately Agree,Strongly Disagree,Moderately Disagree,Moderately Disagree,Strongly Agree,Neutral,Slightly Disagree,236,LowSESManipulation,SDO,WPS,WG,MRS
2022-09-13 22:55:49,2022-09-13 23:06:33,IP Address,50.58.110.60,100,643,True,2022-09-13 23:06:33,R_3GoxOWMmTjKUap5,,,,,39.2717,-82.7821,anonymous,EN,Yes,19,Female,,White,,Prefer Not To Answer,,Neutral,,Associate's Degree,Master's Degree,Somewhat Oppose,Somewhat Oppose,Slightly Oppose,Somewhat Oppose,Slightly Favor,Slightly Favor,Slightly Favor,Somewhat Favor,Somewhat Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Somewhat Favor,Strongly Favor,Strongly Favor,Strongly Favor,Slightly Favor,"Homeless - no job or home or wealth ","Orphans - abandoned / not given same lifestyle ","Criminals - lowest in morals/ ethics ",A,7,,,,,,Slightly Agree,Neutral,Slightly Agree,Slightly Disagree,Moderately Agree,Strongly Agree,Strongly Disagree,Slightly Disagree,Slightly Disagree,Moderately Disagree,Strongly Disagree,Moderately Disagree,Moderately Disagree,Neutral,Slightly Disagree,Moderately Disagree,Moderately Disagree,Moderately Disagree,Neutral,50,50,50,50,50,50,50,50,50,C,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Neutral,Strongly Disagree,Neutral,Neutral,Neutral,Strongly Disagree,Slightly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Slightly Disagree,215,HighSESManipulation,SDO,WPS,WG,MRS
2022-09-14 08:09:43,2022-09-14 08:16:21,IP Address,64.247.70.210,100,398,True,2022-09-14 08:16:21,R_2sdpGc6LeJMgbLZ,,,,,39.3184,-82.1012,anonymous,EN,Yes,20,Female,,White,,Catholic,,Extreme Conservative,"$50,000 to $59,999",Master's Degree,Bachelor's Degree,Slightly Oppose,Slightly Oppose,Somewhat Oppose,Somewhat Oppose,Somewhat Oppose,Strongly Favor,Slightly Favor,Strongly Favor,Somewhat Oppose,Somewhat Oppose,Somewhat Oppose,Somewhat Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Slightly Favor,,,,,,Government,President,FBI,2,A,Slightly Disagree,Moderately Disagree,Moderately Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Neutral,Moderately Agree,Strongly Disagree,Strongly Disagree,Moderately Disagree,Slightly Disagree,Slightly Disagree,Neutral,Slightly Disagree,Moderately Disagree,Slightly Disagree,Neutral,50,52,50,50,50,21,50,50,50,C,Strongly Agree,Moderately Disagree,Moderately Agree,Slightly Disagree,Strongly Agree,Slightly Disagree,Moderately Agree,Moderately Disagree,Strongly Agree,Moderately Disagree,Strongly Agree,Moderately Disagree,Slightly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Slightly Disagree,229,LowSESManipulation,SDO,WPS,WG,MRS
2022-09-14 09:09:39,2022-09-14 09:18:02,IP Address,64.247.98.77,100,502,True,2022-09-14 09:18:02,R_32LdyaRyHz0Uxcr,,,,,39.3184,-82.1012,anonymous,EN,Yes,19,Female,,White,,Other Christian,,Neutral,"$100,000 to $149,999",Master's Degree,Bachelor's Degree,Somewhat Oppose,Somewhat Oppose,Somewhat Oppose,Strongly Oppose,Somewhat Favor,Somewhat Favor,Strongly Oppose,Somewhat Favor,Strongly Oppose,Strongly Oppose,Somewhat Oppose,Somewhat Oppose,Somewhat Favor,Strongly Favor,Somewhat Favor,Somewhat Favor,Slightly Favor,,,,,,Celebrities,Business Men,CEO's,5,A,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Disagree,Slightly Agree,Strongly Agree,Neutral,Slightly Agree,Slightly Disagree,Neutral,Neutral,Moderately Disagree,Moderately Disagree,Slightly Agree,Moderately Disagree,Moderately Disagree,Strongly Disagree,Strongly Disagree,Neutral,100,100,100,100,100,100,100,100,100,C,Neutral,Neutral,Slightly Agree,Neutral,Slightly Agree,Strongly Disagree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Disagree,Slightly Agree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Disagree,Slightly Disagree,232,LowSESManipulation,SDO,WPS,WG,MRS
2022-09-14 09:12:22,2022-09-14 09:28:00,IP Address,132.235.87.156,100,938,True,2022-09-14 09:28:00,R_3s0R1UeymZL1tl6,,,,,39.3184,-82.1012,anonymous,EN,Yes,19,Male,,Asian/Asian American,,Agnostic,,Moderate Liberal,"$100,000 to $149,999",Master's Degree,Bachelor's Degree,Slightly Favor,Neutral,Slightly Favor,Slightly Oppose,Neutral,Somewhat Favor,Slightly Favor,Neutral,Slightly Oppose,Slightly Oppose,Slightly Favor,Neutral,Neutral,Slightly Favor,Neutral,Slightly Oppose,Neutral,Construction workers,Social workers,Unemployed,A,2,,,,,,Strongly Agree,Slightly Agree,Neutral,Neutral,Slightly Disagree,Strongly Agree,Neutral,Slightly Agree,Neutral,Slightly Disagree,Slightly Disagree,Moderately Disagree,Slightly Disagree,Slightly Agree,Neutral,Neutral,Neutral,Slightly Disagree,Neutral,82,69,81,88,85,80,83,86,86,C,Neutral,Moderately Agree,Neutral,Neutral,Neutral,Slightly Agree,Slightly Agree,Slightly Agree,Neutral,Neutral,Slightly Disagree,Neutral,Slightly Agree,Neutral,Neutral,Neutral,Slightly Disagree,252,HighSESManipulation,SDO,WPS,WG,MRS
2022-09-14 10:29:43,2022-09-14 10:35:54,IP Address,132.235.239.254,100,371,True,2022-09-14 10:35:55,R_OARGT7z3SYAZNst,,,,,39.3184,-82.1012,anonymous,EN,Yes,19,Female,,White,,Prefer Not To Answer,,Neutral,"$20,000 to $29,999",Associate's Degree,High School Diploma,Somewhat Favor,Somewhat Favor,Neutral,Neutral,Slightly Oppose,Slightly Favor,Slightly Oppose,Slightly Favor,Slightly Oppose,Slightly Oppose,Slightly Favor,Somewhat Favor,Slightly Oppose,Neutral,Somewhat Oppose,Slightly Oppose,Slightly Favor,,,,,,"my mom ","my brother ","my boyfriend ",8,A,Slightly Disagree,Slightly Agree,Slightly Disagree,,Slightly Disagree,Strongly Agree,Neutral,Slightly Disagree,Slightly Agree,Neutral,Neutral,Moderately Agree,Slightly Agree,Slightly Disagree,Neutral,Neutral,Neutral,Slightly Disagree,Neutral,80,80,50,50,50,29,70,50,50,C,Slightly Agree,Slightly Disagree,Neutral,Slightly Disagree,Slightly Agree,Moderately Disagree,Slightly Disagree,Neutral,Slightly Disagree,Moderately Agree,Slightly Agree,Moderately Disagree,Neutral,Moderately Agree,Neutral,Slightly Disagree,Slightly Disagree,232,LowSESManipulation,SDO,WPS,WG,MRS
2022-09-14 15:42:37,2022-09-14 15:52:14,IP Address,64.247.127.254,100,576,True,2022-09-14 15:52:14,R_3iCKpQEQLra6k6M,,,,,39.3184,-82.1012,anonymous,EN,Yes,19,Female,,White,,Other Christian,,Moderate Conservative,"$100,000 to $149,999",Bachelor's Degree,"Doctoral or Professional Degree (i.e., Ph.D., M.D., J.D.)",Slightly Favor,Slightly Oppose,Slightly Favor,Strongly Oppose,Slightly Favor,Neutral,Slightly Oppose,Slightly Favor,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Slightly Favor,the homeless,those who have to work to help family income and cannot attend school,those in foster care,A,7,,,,,,Moderately Agree,Slightly Agree,Slightly Agree,Slightly Disagree,Neutral,Strongly Agree,Slightly Agree,Moderately Agree,Strongly Disagree,Slightly Agree,Moderately Agree,Moderately Agree,Strongly Disagree,Moderately Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,100,100,100,100,100,100,100,36,88,C,Moderately Agree,Strongly Disagree,Strongly Agree,Moderately Disagree,Slightly Agree,Strongly Disagree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Agree,Slightly Disagree,Slightly Disagree,242,HighSESManipulation,SDO,WPS,WG,MRS
